Residual,Connection,Atom,Shift,Residual Num
GROAL, ,H1,5.12,999
GROAL, ,H2,3.64,999
GROAL, ,H31,3.74,999
GROAL, ,H32,3.86,999
A-L-RHAP,2,H1,4.97,1
A-L-RHAP,2,H2,4.1,1
A-L-RHAP,2,H3,3.88,1
A-L-RHAP,2,H4,3.55,1
A-L-RHAP,2,H5,3.97,1
A-L-RHAP,2,H6,1.28,1
A-L-RHAP," 2, 3",H1,5.05,2
A-L-RHAP," 2, 3",H2,4.07,2
A-L-RHAP," 2, 3",H3,3.84,2
A-L-RHAP," 2, 3",H4,3.46,2
A-L-RHAP," 2, 3",H5,3.84,2
A-L-RHAP," 2, 3",H6,1.29,2
GROAL, ,C1,90.6,999
GROAL, ,C2,81.3,999
GROAL, ,C3,61.0,999
A-L-RHAP,2,C1,100.8,1
A-L-RHAP,2,C2,71.6,1
A-L-RHAP,2,C3,79.8,1
A-L-RHAP,2,C4,72.7,1
A-L-RHAP,2,C5,70.5,1
A-L-RHAP,2,C6,18.0,1
A-L-RHAP," 2, 3",C1,103.7,2
A-L-RHAP," 2, 3",C2,71.6,2
A-L-RHAP," 2, 3",C3,71.6,2
A-L-RHAP," 2, 3",C4,73.5,2
A-L-RHAP," 2, 3",C5,70.5,2
A-L-RHAP," 2, 3",C6,18.0,2
