Residual,Connection,Atom,Shift,Residual Num
a-D-GlcpNAc, ,H1,4.88,1
a-D-GlcpNAc, ,H2,3.9,1
a-D-GlcpNAc, ,H3,3.74,1
a-D-GlcpNAc, ,H4,3.41,1
a-D-GlcpNAc, ,H5,3.83,1
a-D-GlcpNAc, ,H61,4.17,1
a-D-GlcpNAc, ,H62,3.67,1
b-D-GlcpNAc,6,H1,4.52,2
b-D-GlcpNAc,6,H2,3.76,2
b-D-GlcpNAc,6,H3,3.51,2
b-D-GlcpNAc,6,H4,3.44,2
b-D-GlcpNAc,6,H5,3.58,2
b-D-GlcpNAc,6,H61,3.63,2
b-D-GlcpNAc,6,H62,3.51,2
a-D-Kdop," 6,6",H31,1.91,3
a-D-Kdop," 6,6",H32,2.01,3
a-D-Kdop," 6,6",H4,4.14,3
a-D-Kdop," 6,6",H5,4.08,3
a-D-Kdop," 6,6",H6,3.63,3
a-D-Kdop," 6,6",H7,3.91,3
a-D-Kdop," 6,6",H81,3.89,3
a-D-Kdop," 6,6",H82,3.56,3
a-D-Kdop," 4,6,6",H31,1.75,4
a-D-Kdop," 4,6,6",H32,2.13,4
a-D-Kdop," 4,6,6",H4,4.06,4
a-D-Kdop," 4,6,6",H5,4.03,4
a-D-Kdop," 4,6,6",H6,3.61,4
a-D-Kdop," 4,6,6",H7,3.97,4
a-D-Kdop," 4,6,6",H81,4.0,4
a-D-Kdop," 4,6,6",H82,3.74,4
Allyl, ,C1,69.1,999
Allyl, ,C2,134.5,999
Allyl, ,C3,119.1,999
a-D-GlcpNAc,1,C1,96.8,1
a-D-GlcpNAc,1,C2,54.6,1
a-D-GlcpNAc,1,C3,72.0,1
a-D-GlcpNAc,1,C4,71.1,1
a-D-GlcpNAc,1,C5,71.9,1
a-D-GlcpNAc,1,C6,70.0,1
a-D-GlcpNAc,1,CO,175.2,1
a-D-GlcpNAc,1,CH3,22.9,1
b-D-GlcpNAc," 6,1",C1,102.6,2
b-D-GlcpNAc," 6,1",C2,56.5,2
b-D-GlcpNAc," 6,1",C3,75.0,2
b-D-GlcpNAc," 6,1",C4,71.6,2
b-D-GlcpNAc," 6,1",C5,75.4,2
b-D-GlcpNAc," 6,1",C6,63.1,2
b-D-GlcpNAc," 6,1",CO,175.3,2
b-D-GlcpNAc," 6,1",CH3,23.3,2
a-D-Kdop," 6,6,1",C1,175.7,3
a-D-Kdop," 6,6,1",C2,100.9,3
a-D-Kdop," 6,6,1",C3,34.3,3
a-D-Kdop," 6,6,1",C4,69.6,3
a-D-Kdop," 6,6,1",C5,65.5,3
a-D-Kdop," 6,6,1",C6,72.5,3
a-D-Kdop," 6,6,1",C7,70.8,3
a-D-Kdop," 6,6,1",C8,64.3,3
a-D-Kdop," 4,6,6,1",C1,176.6,4
a-D-Kdop," 4,6,6,1",C2,100.5,4
a-D-Kdop," 4,6,6,1",C3,35.5,4
a-D-Kdop," 4,6,6,1",C4,66.9,4
a-D-Kdop," 4,6,6,1",C5,67.2,4
a-D-Kdop," 4,6,6,1",C6,73.5,4
a-D-Kdop," 4,6,6,1",C7,70.9,4
a-D-Kdop," 4,6,6,1",C8,64.3,4
