Residual,Connection,Atom,Shift,Residual Num
D-GLCPA, ,H1,4.76,1
D-GLCPA, ,H2,3.46,1
D-GLCPA, ,H3,3.8,1
D-GLCPA, ,H4,3.71,1
D-GLCPA, ,H5,3.96,1
D-GLCPN,4,H1,5.67,2
D-GLCPN,4,H2,3.06,2
D-GLCPN,4,H3,3.72,2
D-GLCPN,4,H4,3.2,2
D-GLCPN,4,H5,3.83,2
D-GLCPN,4,H61,3.63,2
D-GLCPN,4,H62,3.83,2
A-D-GALP," 4, 6",H1,4.85,3
A-D-GALP," 4, 6",H2,3.72,3
A-D-GALP," 4, 6",H3,3.75,3
A-D-GALP," 4, 6",H4,3.85,3
A-D-GALP," 4, 6",H5,3.81,3
A-D-GALP," 4, 6",H61,3.63,3
A-D-GALP," 4, 6",H62,3.72,3
D-GLCPA, ,C1,98.6,1
D-GLCPA, ,C2,71.2,1
D-GLCPA, ,C3,73.6,1
D-GLCPA, ,C4,74.9,1
D-GLCPA, ,C5,71.7,1
D-GLCPA, ,C6,175.0,1
D-GLCPN,4,C1,94.7,2
D-GLCPN,4,C2,54.2,2
D-GLCPN,4,C3,70.2,2
D-GLCPN,4,C4,69.7,2
D-GLCPN,4,C5,70.8,2
D-GLCPN,4,C6,67.1,2
A-D-GALP," 4, 6",C1,97.9,3
A-D-GALP," 4, 6",C2,68.4,3
A-D-GALP," 4, 6",C3,69.3,3
A-D-GALP," 4, 6",C4,69.1,3
A-D-GALP," 4, 6",C5,70.4,3
A-D-GALP," 4, 6",C6,60.8,3
