Residual,Connection,Atom,Shift,Residual Num
L-ARA-OL, ,H1,3.73,999
L-ARA-OL, ,H2,3.97,999
L-ARA-OL, ,H3,3.81,999
L-ARA-OL, ,H4,3.83,999
L-ARA-OL, ,H51,3.77,999
L-ARA-OL, ,H52,3.69,999
B-D-XYLP,3,H1,4.4,1
B-D-XYLP,3,H2,3.31,1
B-D-XYLP,3,H3,3.42,1
B-D-XYLP,3,H4,3.61,1
B-D-XYLP,3,H51,3.95,1
B-D-XYLP,3,H52,3.28,1
L-ARA-OL, ,C1,63.0,999
L-ARA-OL, ,C2,71.74,999
L-ARA-OL, ,C3,79.6,999
L-ARA-OL, ,C4,71.7,999
L-ARA-OL, ,C5,63.4,999
B-D-XYLP,3,C1,104.4,1
B-D-XYLP,3,C2,73.9,1
B-D-XYLP,3,C3,76.0,1
B-D-XYLP,3,C4,69.7,1
B-D-XYLP,3,C5,65.6,1
