Residual,Connection,Atom,Shift,Residual Num
A-L-RHAP, ,H1,5.07,1
A-L-RHAP, ,H2,3.51,1
A-L-RHAP, ,H3,3.59,1
A-L-RHAP, ,H4,2.96,1
A-L-RHAP, ,H5,4.24,1
A-L-RHAP, ,H6,1.11,1
A-D-GLCP,1,H1,5.02,2
A-D-GLCP,1,H2,3.2,2
A-D-GLCP,1,H3,3.78,2
A-D-GLCP,1,H4,3.68,2
A-D-GLCP,1,H5,4.0,2
A-D-GLCP,1,H61,3.43,2
A-D-GLCP,1,H62,3.6,2
B-D-GLCP," 1, 4",H1,4.32,3
B-D-GLCP," 1, 4",H2,2.84,3
B-D-GLCP," 1, 4",H3,3.16,3
B-D-GLCP," 1, 4",H4,3.26,3
B-D-GLCP," 1, 4",H5,3.28,3
B-D-GLCP," 1, 4",H61,3.48,3
B-D-GLCP," 1, 4",H62,3.88,3
B-L-RHAP," 1, 4, 4",H1,4.6,4
B-L-RHAP," 1, 4, 4",H2,3.69,4
B-L-RHAP," 1, 4, 4",H3,3.54,4
B-L-RHAP," 1, 4, 4",H4,3.03,4
B-L-RHAP," 1, 4, 4",H5,3.15,4
B-L-RHAP," 1, 4, 4",H6,1.24,4
A-D-GLCP," 1, 4, 4, 3",H1,5.14,5
A-D-GLCP," 1, 4, 4, 3",H2,3.2,5
A-D-GLCP," 1, 4, 4, 3",H3,3.41,5
A-D-GLCP," 1, 4, 4, 3",H4,3.55,5
A-D-GLCP," 1, 4, 4, 3",H5,3.83,5
A-D-GLCP," 1, 4, 4, 3",H61,3.52,5
A-D-GLCP," 1, 4, 4, 3",H62,3.69,5
A-L-RHAP," 1, 4, 4, 3, 4",H1,4.83,6
A-L-RHAP," 1, 4, 4, 3, 4",H2,3.91,6
A-L-RHAP," 1, 4, 4, 3, 4",H3,3.38,6
A-L-RHAP," 1, 4, 4, 3, 4",H4,3.04,6
A-L-RHAP," 1, 4, 4, 3, 4",H5,3.76,6
A-L-RHAP," 1, 4, 4, 3, 4",H6,1.18,6
A-L-RHAP, ,C1,97.8,1
A-L-RHAP, ,C2,78.2,1
A-L-RHAP, ,C3,80.8,1
A-L-RHAP, ,C4,83.0,1
A-L-RHAP, ,C5,67.1,1
A-L-RHAP, ,C6,18.7,1
A-D-GLCP,1,C1,95.6,2
A-D-GLCP,1,C2,83.2,2
A-D-GLCP,1,C3,74.7,2
A-D-GLCP,1,C4,73.5,2
A-D-GLCP,1,C5,71.5,2
A-D-GLCP,1,C6,72.0,2
B-D-GLCP," 1, 4",C1,101.9,3
B-D-GLCP," 1, 4",C2,84.8,3
B-D-GLCP," 1, 4",C3,86.5,3
B-D-GLCP," 1, 4",C4,76.8,3
B-D-GLCP," 1, 4",C5,75.3,3
B-D-GLCP," 1, 4",C6,72.4,3
B-L-RHAP," 1, 4, 4",C1,102.2,4
B-L-RHAP," 1, 4, 4",C2,77.4,4
B-L-RHAP," 1, 4, 4",C3,77.7,4
B-L-RHAP," 1, 4, 4",C4,81.8,4
B-L-RHAP," 1, 4, 4",C5,71.9,4
B-L-RHAP," 1, 4, 4",C6,18.5,4
A-D-GLCP," 1, 4, 4, 3",C1,93.0,5
A-D-GLCP," 1, 4, 4, 3",C2,82.2,5
A-D-GLCP," 1, 4, 4, 3",C3,81.8,5
A-D-GLCP," 1, 4, 4, 3",C4,75.8,5
A-D-GLCP," 1, 4, 4, 3",C5,70.7,5
A-D-GLCP," 1, 4, 4, 3",C6,70.9,5
A-L-RHAP," 1, 4, 4, 3, 4",C1,98.3,6
A-L-RHAP," 1, 4, 4, 3, 4",C2,74.5,6
A-L-RHAP," 1, 4, 4, 3, 4",C3,80.8,6
A-L-RHAP," 1, 4, 4, 3, 4",C4,82.4,6
A-L-RHAP," 1, 4, 4, 3, 4",C5,68.5,6
A-L-RHAP," 1, 4, 4, 3, 4",C6,18.3,6
