Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP1OME, ,H1,4.42,1
B-D-GLCP1OME, ,H2,3.36,1
B-D-GLCP1OME, ,H3,3.59,1
B-D-GLCP1OME, ,H4,3.39,1
B-D-GLCP1OME, ,H5,3.46,1
B-D-GLCP1OME, ,H61,3.73,1
B-D-GLCP1OME, ,H62,3.92,1
A-L-RHAP,2,H1,5.03,2
A-L-RHAP,2,H2,4.04,2
A-L-RHAP,2,H3,3.76,2
A-L-RHAP,2,H4,3.46,2
A-L-RHAP,2,H5,3.89,2
A-L-RHAP,2,H6,1.27,2
B-D-GLCP1OME, ,C1,103.4,1
B-D-GLCP1OME, ,C2,81.0,1
B-D-GLCP1OME, ,C3,76.8,1
B-D-GLCP1OME, ,C4,70.6,1
B-D-GLCP1OME, ,C5,77.3,1
B-D-GLCP1OME, ,C6,61.9,1
B-D-GLCP1OME, ,OMe,58.3,1
A-L-RHAP,2,C1,102.5,2
A-L-RHAP,2,C2,71.3,2
A-L-RHAP,2,C3,71.3,2
A-L-RHAP,2,C4,73.1,2
A-L-RHAP,2,C5,69.9,2
A-L-RHAP,2,C6,17.5,2
