Residual,Connection,Atom,Shift,Residual Num
b-D-GlcpNAc," 4,until",H1,4.54,1
b-D-GlcpNAc," 4,until",H2,3.75,1
b-D-GlcpNAc," 4,until",H4,3.72,1
b-D-GlcpNAc," 4,until",H5,3.6,1
b-D-GlcpNAc," 4,until",H61,4.0,1
b-D-GlcpNAc," 4,until",H62,3.86,1
b-D-Galp," 4,4,until",H1,4.52,2
b-D-Galp," 4,4,until",H2,3.62,2
b-D-Galp," 4,4,until",H3,3.8,2
b-D-Galp," 4,4,until",H4,4.19,2
b-D-Galp," 4,4,until",H5,3.8,2
b-D-Galp," 4,4,until",H61,4.0,2
b-D-Galp," 4,4,until",H62,3.85,2
b-D-Galp," 4,4,4,until",H1,4.58,3
b-D-Galp," 4,4,4,until",H2,3.56,3
b-D-Galp," 4,4,4,until",H3,3.67,3
b-D-Galp," 4,4,4,until",H4,3.92,3
b-D-Galp," 4,4,4,until",H5,3.86,3
b-D-Galp," 4,4,4,until",H61,3.78,3
b-D-Galp," 4,4,4,until",H62,3.78,3
b-D-GlcpA," 6,4,4,4,until",H1,4.505,4
b-D-GlcpA," 6,4,4,4,until",H2,3.35,4
b-D-GlcpA," 6,4,4,4,until",H3,3.74,4
b-D-GlcpA," 6,4,4,4,until",H4,3.76,4
b-D-GlcpA," 6,4,4,4,until",H5,3.79,4
a-D-Glcp," 4,6,4,4,4,until",H1,5.45,5
a-D-Glcp," 4,6,4,4,4,until",H2,3.47,5
a-D-Glcp," 4,6,4,4,4,until",H3,3.67,5
a-D-Glcp," 4,6,4,4,4,until",H4,3.42,5
a-D-Glcp," 4,6,4,4,4,until",H5,3.75,5
a-D-Glcp," 4,6,4,4,4,until",H61,4.06,5
a-D-Glcp," 4,6,4,4,4,until",H62,3.84,5
b-D-GlcpNAc," 4,until",C1,102.3,1
b-D-GlcpNAc," 4,until",C2,55.9,1
b-D-GlcpNAc," 4,until",C3,73.18,1
b-D-GlcpNAc," 4,until",C4,79.8,1
b-D-GlcpNAc," 4,until",C5,75.5,1
b-D-GlcpNAc," 4,until",C6,61.0,1
b-D-GlcpNAc," 4,until",CO,175.3,1
b-D-GlcpNAc," 4,until",CH3,23.1,1
b-D-Galp," 4,4,until",C1,103.6,2
b-D-Galp," 4,4,until",C2,72.1,2
b-D-Galp," 4,4,until",C3,73.8,2
b-D-Galp," 4,4,until",C4,77.9,2
b-D-Galp," 4,4,until",C5,75.3,2
b-D-Galp," 4,4,until",C6,61.6,2
b-D-Galp," 4,4,4,until",C1,104.9,3
b-D-Galp," 4,4,4,until",C2,72.2,3
b-D-Galp," 4,4,4,until",C3,73.5,3
b-D-Galp," 4,4,4,until",C4,69.4,3
b-D-Galp," 4,4,4,until",C5,74.4,3
b-D-Galp," 4,4,4,until",C6,70.28,3
b-D-GlcpA," 6,4,4,4,until",C1,103.8,4
b-D-GlcpA," 6,4,4,4,until",C2,73.9,4
b-D-GlcpA," 6,4,4,4,until",C3,77.4,4
b-D-GlcpA," 6,4,4,4,until",C4,77.6,4
b-D-GlcpA," 6,4,4,4,until",C5,77.18,4
b-D-GlcpA," 6,4,4,4,until",C6,175.6,4
a-D-Glcp," 4,6,4,4,4,until",C1,98.7,5
a-D-Glcp," 4,6,4,4,4,until",C2,72.4,5
a-D-Glcp," 4,6,4,4,4,until",C3,73.6,5
a-D-Glcp," 4,6,4,4,4,until",C4,70.2,5
a-D-Glcp," 4,6,4,4,4,until",C5,71.4,5
a-D-Glcp," 4,6,4,4,4,until",C6,68.6,5
