Residual,Connection,Atom,Shift,Residual Num
A-D-GALPNAC, ,H1,5.23,1
A-D-GALPNAC, ,H2,4.33,1
A-D-GALPNAC, ,H3,3.85,1
A-D-GALPNAC, ,H4,4.21,1
A-D-GALPNAC, ,H5,4.06,1
A-D-GALPNAC, ,H6 a,3.73,1
A-D-GALPNAC, ,H6 b,3.73,1
B-D-GLCPA,3,H1,4.48,2
B-D-GLCPA,3,H2,3.27,2
B-D-GLCPA,3,H3,3.64,2
B-D-GLCPA,3,H4,3.73,2
B-D-GLCPA,3,H5,3.73,2
A-D-GLCPNAC," 3, 4",H1,5.4,3
A-D-GLCPNAC," 3, 4",H2,3.87,3
A-D-GLCPNAC," 3, 4",H3,3.7,3
A-D-GLCPNAC," 3, 4",H4,3.57,3
A-D-GLCPNAC," 3, 4",H5,3.8,3
A-D-GLCPNAC," 3, 4",H6 a,4.08,3
A-D-GLCPNAC," 3, 4",H6 b,3.9,3
B-D-QUIP3NAC," 3, 4, 6",H1,4.55,4
B-D-QUIP3NAC," 3, 4, 6",H2,3.27,4
B-D-QUIP3NAC," 3, 4, 6",H3,4.05,4
B-D-QUIP3NAC," 3, 4, 6",H4,3.5,4
B-D-QUIP3NAC," 3, 4, 6",H5,3.67,4
B-D-QUIP3NAC," 3, 4, 6",H6,1.37,4
A-D-GALPNAC, ,C1,98.4,1
A-D-GALPNAC, ,C2,49.1,1
A-D-GALPNAC, ,C3,78.7,1
A-D-GALPNAC, ,C4,69.6,1
A-D-GALPNAC, ,C5,72.6,1
A-D-GALPNAC, ,C6,62.5,1
B-D-GLCPA,3,C1,105.3,2
B-D-GLCPA,3,C2,74.5,2
B-D-GLCPA,3,C3,77.8,2
B-D-GLCPA,3,C4,77.7,2
B-D-GLCPA,3,C5,76.7,2
B-D-GLCPA,3,C6,176.6,2
A-D-GLCPNAC," 3, 4",C1,97.9,3
A-D-GLCPNAC," 3, 4",C2,54.9,3
A-D-GLCPNAC," 3, 4",C3,71.8,3
A-D-GLCPNAC," 3, 4",C4,70.6,3
A-D-GLCPNAC," 3, 4",C5,72.3,3
A-D-GLCPNAC," 3, 4",C6,69.1,3
B-D-QUIP3NAC," 3, 4, 6",C1,104.2,4
B-D-QUIP3NAC," 3, 4, 6",C2,73.6,4
B-D-QUIP3NAC," 3, 4, 6",C3,58.0,4
B-D-QUIP3NAC," 3, 4, 6",C4,77.4,4
B-D-QUIP3NAC," 3, 4, 6",C5,73.4,4
B-D-QUIP3NAC," 3, 4, 6",C6,19.6,4
