Residual,Connection,Atom,Shift,Residual Num
a-D-GlcpNAc," 4,until",H1,4.88,2
a-D-GlcpNAc," 4,until",H2,3.64,2
a-D-GlcpNAc," 4,until",H3,3.82,2
a-D-GlcpNAc," 4,until",H4,4.03,2
a-D-GlcpNAc," 4,until",H5,4.67,2
a-D-GlcpNAc," 4,until",NH,8.01,2
a-D-GlcpNAc," 4,until",NAC,1.99,2
a-L-IdopA," 4,4,until",H1,5.13,1
a-L-IdopA," 4,4,until",H2,3.92,1
a-L-IdopA," 4,4,until",H3,3.72,1
a-L-IdopA," 4,4,until",H4,3.68,1
a-L-IdopA," 4,4,until",H5,3.84,1
a-L-IdopA," 4,4,until",H6PS,3.84,1
a-L-IdopA," 4,4,until",H6PR,3.78,1
a-D-GlcpNAc," 4,until",C1,102.5,2
a-D-GlcpNAc," 4,until",C2,70.9,2
a-D-GlcpNAc," 4,until",C3,70.6,2
a-D-GlcpNAc," 4,until",C4,75.8,2
a-D-GlcpNAc," 4,until",C5,70.9,2
a-D-GlcpNAc," 4,until",C6,175.1,2
a-D-GlcpNAc," 4,until",CO,175.1,2
a-D-GlcpNAc," 4,until",CH3,22.8,2
a-L-IdopA," 4,4,until",C1,95.5,1
a-L-IdopA," 4,4,until",C2,54.6,1
a-L-IdopA," 4,4,until",C3,70.6,1
a-L-IdopA," 4,4,until",C4,78.2,1
a-L-IdopA," 4,4,until",C5,72.0,1
a-L-IdopA," 4,4,until",C6,60.9,1
