Residual,Connection,Atom,Shift,Residual Num
B-D-GALP, ,H1,4.53,1
B-D-GALP, ,H2,3.51,1
B-D-GALP, ,H3,3.65,1
B-D-GALP, ,H4,4.08,1
B-D-GALP, ,H5,3.64,1
B-D-GALP, ,H6,3.72,1
B-D-GLCPNAC,3,H1,4.74,2
B-D-GLCPNAC,3,H2,3.73,2
B-D-GLCPNAC,3,H3,3.59,2
B-D-GLCPNAC,3,H4,3.47,2
B-D-GLCPNAC,3,H5,3.47,2
B-D-GLCPNAC,3,H6 a,3.76,2
B-D-GLCPNAC,3,H6 b,3.91,2
B-D-GLCPNAC,3,CH3,2.04,2
B-D-GALP, ,C1,97.37,1
B-D-GALP, ,C2,71.99,1
B-D-GALP, ,C3,83.01,1
B-D-GALP, ,C4,69.3,1
B-D-GALP, ,C5,75.53,1
B-D-GALP, ,C6,61.78,1
B-D-GLCPNAC,3,C1,103.24,2
B-D-GLCPNAC,3,C2,56.75,2
B-D-GLCPNAC,3,C3,74.62,2
B-D-GLCPNAC,3,C4,70.85,2
B-D-GLCPNAC,3,C5,76.6,2
B-D-GLCPNAC,3,C6,61.84,2
B-D-GLCPNAC,3,CH3,23.27,2
B-D-GLCPNAC,3,CO,175.49,2
