Residual,Connection,Atom,Shift,Residual Num
B-D-GLCPNAC, ,H1,4.7,1
B-D-GLCPNAC, ,H3,3.68,1
B-D-GLCPNAC, ,H4,3.67,1
B-D-GLCPNAC, ,H4,3.61,1
B-D-GLCPNAC, ,H5,3.5,1
B-D-GLCPNAC, ,H6 a,3.82,1
B-D-GLCPNAC, ,H6 b,3.64,1
B-D-GLCPNAC, ,CH3,2.06,1
B-D-GLCPNAC,4,H1,4.59,2
B-D-GLCPNAC,4,H2,3.74,2
B-D-GLCPNAC,4,H3,3.57,2
B-D-GLCPNAC,4,H4,3.46,2
B-D-GLCPNAC,4,H5,3.49,2
B-D-GLCPNAC,4,H6 a,3.91,2
B-D-GLCPNAC,4,H6 b,3.74,2
B-D-GLCPNAC,4,CH3,2.06,2
B-D-GLCPNAC, ,C1,96.03,1
B-D-GLCPNAC, ,C2,57.36,1
B-D-GLCPNAC, ,C3,73.77,1
B-D-GLCPNAC, ,C4,80.75,1
B-D-GLCPNAC, ,C5,75.79,1
B-D-GLCPNAC, ,C6,61.35,1
B-D-GLCPNAC, ,CH3,23.1,1
B-D-GLCPNAC, ,CO,175.49,1
B-D-GLCPNAC,4,C1,102.7,2
B-D-GLCPNAC,4,C2,56.85,2
B-D-GLCPNAC,4,C3,74.73,2
B-D-GLCPNAC,4,C4,71.02,2
B-D-GLCPNAC,4,C5,77.14,2
B-D-GLCPNAC,4,C6,61.84,2
B-D-GLCPNAC,4,CH3,23.1,2
B-D-GLCPNAC,4,CO,175.49,2
