Residual,Connection,Atom,Shift,Residual Num
A-D-MANP, ,H1,5.29,1
A-D-MANP, ,H2,3.92,1
A-D-MANP, ,H3,3.97,1
A-D-MANP, ,H4,3.75,1
A-D-MANP, ,H5,3.81,1
A-D-MANP, ,H61,3.83,1
A-D-MANP, ,H62,3.83,1
A-L-FUCP,2,H1,4.99,2
A-L-FUCP,2,H2,3.79,2
A-L-FUCP,2,H3,3.92,2
A-L-FUCP,2,H4,3.82,2
A-L-FUCP,2,H5,4.36,2
A-L-FUCP,2,H6,1.22,2
A-D-MANP, ,C1,92.49,1
A-D-MANP, ,C2,77.84,1
A-D-MANP, ,C3,70.62,1
A-D-MANP, ,C4,67.8,1
A-D-MANP, ,C5,73.58,1
A-D-MANP, ,C6,61.62,1
A-L-FUCP,2,C1,98.8,2
A-L-FUCP,2,C2,68.95,2
A-L-FUCP,2,C3,70.39,2
A-L-FUCP,2,C4,72.77,2
A-L-FUCP,2,C5,67.85,2
A-L-FUCP,2,C6,16.05,2
