Residual,Connection,Atom,Shift,Residual Num
b-D-Galp," 4,until",H1,4.62,1
b-D-Galp," 4,until",H2,3.46,1
b-D-Galp," 4,until",H3,3.76,1
b-D-Galp," 4,until",H4,4.1,1
b-D-Galp," 4,until",H5,3.72,1
b-D-Galp," 4,until",H61,3.75,1
b-D-Galp," 4,until",H62,3.8,1
b-D-GalpNAc," 4,4,until",H1,4.7,2
b-D-GalpNAc," 4,4,until",H2,4.03,2
b-D-GalpNAc," 4,4,until",H3,3.9,2
b-D-GalpNAc," 4,4,until",H4,4.16,2
b-D-GalpNAc," 4,4,until",H5,3.67,2
b-D-GalpNAc," 4,4,until",H61,3.74,2
b-D-GalpNAc," 4,4,until",H62,3.82,2
b-D-GalpNAc," 4,4,until",NAC,2.04,2
b-D-Galp," 3,4,4,until",H1,4.5,3
b-D-Galp," 3,4,4,until",H2,3.67,3
b-D-Galp," 3,4,4,until",H3,3.77,3
b-D-Galp," 3,4,4,until",H4,4.12,3
b-D-Galp," 3,4,4,until",H5,3.68,3
b-D-Galp," 3,4,4,until",H61,3.75,3
b-D-Galp," 3,4,4,until",H62,3.8,3
b-D-Galp," 4,until",C1,105.2,1
b-D-Galp," 4,until",C2,70.6,1
b-D-Galp," 4,until",C3,73.2,1
b-D-Galp," 4,until",C4,76.8,1
b-D-Galp," 4,until",C5,74.0,1
b-D-Galp," 4,until",C6,61.9,1
b-D-GalpNAc," 4,4,until",C1,103.2,2
b-D-GalpNAc," 4,4,until",C2,52.2,2
b-D-GalpNAc," 4,4,until",C3,80.7,2
b-D-GalpNAc," 4,4,until",C4,68.7,2
b-D-GalpNAc," 4,4,until",C5,75.4,2
b-D-GalpNAc," 4,4,until",C6,61.4,2
b-D-GalpNAc," 4,4,until",CO,176.2,2
b-D-GalpNAc," 4,4,until",CH3,23.0,2
b-D-Galp," 3,4,4,until",C1,105.3,3
b-D-Galp," 3,4,4,until",C2,70.7,3
b-D-Galp," 3,4,4,until",C3,82.5,3
b-D-Galp," 3,4,4,until",C4,69.3,3
b-D-Galp," 3,4,4,until",C5,75.4,3
b-D-Galp," 3,4,4,until",C6,61.9,3
