Residual,Connection,Atom,Shift,Residual Num
A-D-GALP, ,H1,5.3,1
A-D-GALP, ,H2,3.94,1
A-D-GALP, ,H3,3.94,1
A-D-GALP, ,H4,4.22,1
A-D-GALP, ,H5,4.03,1
A-D-GALP, ,H61,3.76,1
A-D-GALP, ,H62,3.73,1
A-D-GALPNAC," 3, 6, 4",H1,4.85,2
A-D-GALPNAC," 3, 6, 4",H2,4.32,2
A-D-GALPNAC," 3, 6, 4",H3,4.11,2
A-D-GALPNAC," 3, 6, 4",H4,3.34,2
A-D-GALPNAC," 3, 6, 4",H5,3.9,2
A-D-GALPNAC," 3, 6, 4",H61,3.64,2
A-D-GALPNAC," 3, 6, 4",H62,3.61,2
A-D-GALP, ,C1,93.4,1
A-D-GALP, ,C2,67.8,1
A-D-GALP, ,C3,74.7,1
A-D-GALP, ,C4,66.5,1
A-D-GALP, ,C5,71.6,1
A-D-GALP, ,C6,62.3,1
A-D-GALPNAC," 3, 6, 4",C1,101.4,2
A-D-GALPNAC," 3, 6, 4",C2,52.9,2
A-D-GALPNAC," 3, 6, 4",C3,68.8,2
A-D-GALPNAC," 3, 6, 4",C4,70.3,2
A-D-GALPNAC," 3, 6, 4",C5,71.1,2
A-D-GALPNAC," 3, 6, 4",C6,64.4,2
