Residual,Connection,Atom,Shift,Residual Num
A-D-GALP, ,H1,5.32,1
A-D-GALP, ,H2,3.87,1
A-D-GALP, ,H3,3.95,1
A-D-GALP, ,H4,4.14,1
A-D-GALPA,4,H1,5.03,2
A-D-GALPA,4,H2,4.03,2
A-D-GALPA,4,H3,4.13,2
A-D-GALPA,4,H4,4.52,2
A-D-GALPA,4,H5,4.84,2
B-D-GLCPA," 4, 3",H1,4.75,3
B-D-GLCPA," 4, 3",H2,3.46,3
B-D-GLCPA," 4, 3",H3,3.66,3
B-D-GLCPA," 4, 3",H4,3.77,3
B-D-GLCPA," 4, 3",H5,3.88,3
B-D-GLCPA," 4, 3, 4",H1,4.52,4
B-D-GLCPA," 4, 3, 4",H2,3.34,4
B-D-GLCPA," 4, 3, 4",H3,3.52,4
B-D-GLCPA," 4, 3, 4",H4,3.5,4
B-D-GLCPA," 4, 3, 4",H5,3.76,4
A-D-GALP, ,C1,95.1,1
A-D-GALP, ,C2,71.3,1
A-D-GALP, ,C3,73.8,1
A-D-GALP, ,C4,81.0,1
A-D-GALPA,4,C1,102.4,2
A-D-GALPA,4,C2,70.7,2
A-D-GALPA,4,C3,82.4,2
A-D-GALPA,4,C4,73.3,2
A-D-GALPA,4,C5,75.0,2
B-D-GLCPA," 4, 3",C1,106.3,3
B-D-GLCPA," 4, 3",C2,76.0,3
B-D-GLCPA," 4, 3",C3,77.3,3
B-D-GLCPA," 4, 3",C4,84.0,3
B-D-GLCPA," 4, 3",C5,78.8,3
B-D-GLCPA," 4, 3",C6,178.1,3
B-D-GLCPA," 4, 3, 4",C1,105.3,4
B-D-GLCPA," 4, 3, 4",C2,75.9,4
B-D-GLCPA," 4, 3, 4",C3,78.5,4
B-D-GLCPA," 4, 3, 4",C4,74.7,4
B-D-GLCPA," 4, 3, 4",C5,78.8,4
B-D-GLCPA," 4, 3, 4",C6,178.6,4
