Residual,Connection,Atom,Shift,Residual Num
a-D-GalpNAc," 4,until",H1,5.19,1
a-D-GalpNAc," 4,until",H2,4.24,1
a-D-GalpNAc," 4,until",H3,4.05,1
a-D-GalpNAc," 4,until",H4,4.07,1
a-D-GalpNAc," 4,until",H5,4.16,1
a-D-GalpNAc," 4,until",H6,3.74,1
a-D-GalpNAc," 4,until",NAC,2.03,1
a-D-Rhap," 4,4,until",H1,4.8,2
a-D-Rhap," 4,4,until",H2,4.08,2
a-D-Rhap," 4,4,until",H3,3.92,2
a-D-Rhap," 4,4,until",H4,3.54,2
a-D-Rhap," 4,4,until",H5,4.09,2
a-D-Rhap," 4,4,until",CH3,1.24,2
a-D-Rhap," 3,4,4,until",H1,5.05,3
a-D-Rhap," 3,4,4,until",H2,4.22,3
a-D-Rhap," 3,4,4,until",H3,3.91,3
a-D-Rhap," 3,4,4,until",H4,3.6,3
a-D-Rhap," 3,4,4,until",H5,3.84,3
a-D-Rhap," 3,4,4,until",CH3,1.31,3
a-D-GalpNAc," 4,until",C1,100.5,1
a-D-GalpNAc," 4,until",C2,51.4,1
a-D-GalpNAc," 4,until",C3,68.3,1
a-D-GalpNAc," 4,until",C4,79.4,1
a-D-GalpNAc," 4,until",C5,72.8,1
a-D-GalpNAc," 4,until",C6,61.9,1
a-D-GalpNAc," 4,until",CO,175.4,1
a-D-GalpNAc," 4,until",CH3,22.9,1
a-D-Rhap," 4,4,until",C1,102.6,2
a-D-Rhap," 4,4,until",C2,70.9,2
a-D-Rhap," 4,4,until",C3,78.6,2
a-D-Rhap," 4,4,until",C4,72.2,2
a-D-Rhap," 4,4,until",C5,70.7,2
a-D-Rhap," 4,4,until",C6,17.5,2
a-D-Rhap," 3,4,4,until",C1,102.9,3
a-D-Rhap," 3,4,4,until",C2,71.1,3
a-D-Rhap," 3,4,4,until",C3,79.3,3
a-D-Rhap," 3,4,4,until",C4,72.3,3
a-D-Rhap," 3,4,4,until",C5,70.3,3
a-D-Rhap," 3,4,4,until",C6,17.5,3
