Residual,Connection,Atom,Shift,Residual Num
D-Glc-ol, ,H12,3.676,999
D-Glc-ol, ,H11,3.742,999
D-Glc-ol, ,H2,3.922,999
D-Glc-ol, ,H3,3.886,999
D-Glc-ol, ,H4,3.898,999
D-Glc-ol, ,H5,3.945,999
D-Glc-ol, ,H61,3.744,999
D-Glc-ol, ,H62,3.865,999
b-D-Glcp,4,H1,4.614,1
b-D-Glcp,4,H2,3.349,1
b-D-Glcp,4,H3,3.508,1
b-D-Glcp,4,H4,3.558,1
b-D-Glcp,4,H5,3.644,1
b-D-Glcp,4,H61,3.744,1
b-D-Glcp,4,H62,3.962,1
a-D-Xylp," 6,4",H1,4.934,2
a-D-Xylp," 6,4",H2,3.541,2
a-D-Xylp," 6,4",H3,3.677,2
a-D-Xylp," 6,4",H4,3.623,2
a-D-Xylp," 6,4",H51,3.544,2
a-D-Xylp," 6,4",H52,3.711,2
D-Glc-ol, ,C1,63.5,999
D-Glc-ol, ,C2,73.4,999
D-Glc-ol, ,C3,70.5,999
D-Glc-ol, ,C4,81.0,999
D-Glc-ol, ,C5,72.4,999
D-Glc-ol, ,C6,63.2,999
b-D-Glcp,4,C1,103.9,1
b-D-Glcp,4,C2,74.4,1
b-D-Glcp,4,C3,76.9,1
b-D-Glcp,4,C4,70.5,1
b-D-Glcp,4,C5,75.5,1
b-D-Glcp,4,C6,67.0,1
a-D-Xylp," 6,4",C1,99.6,2
a-D-Xylp," 6,4",C2,72.7,2
a-D-Xylp," 6,4",C3,74.3,2
a-D-Xylp," 6,4",C4,70.5,2
a-D-Xylp," 6,4",C5,62.4,2
