Residual,Connection,Atom,Shift,Residual Num
A-D-FUCP, ,H1,5.07,1
A-D-FUCP, ,H2,3.94,1
A-D-FUCP, ,H3,4.0,1
A-D-FUCP, ,H4,3.85,1
A-D-FUCP, ,H5,4.32,1
A-D-FUCP, ,H6,1.18,1
A-L-RHAP,3,H1,5.08,2
A-L-RHAP,3,H2,4.3,2
A-L-RHAP,3,H3,4.12,2
A-L-RHAP,3,H4,3.78,2
A-L-RHAP,3,H5,3.95,2
A-L-RHAP,3,H6,1.32,2
A-D-GLCP," 3, 3",H1,5.13,3
A-D-GLCP," 3, 3",H2,3.57,3
A-D-GLCP," 3, 3",H3,3.99,3
A-D-GLCP," 3, 3",H4,3.43,3
A-D-GLCP," 3, 3",H5,4.15,3
A-D-GLCP," 3, 3",H6a,3.74,3
A-D-GLCP," 3, 3",H6b,3.81,3
B-L-RHAP," 3, 4",H1,4.73,4
B-L-RHAP," 3, 4",H2,4.21,4
B-L-RHAP," 3, 4",H3,3.63,4
B-L-RHAP," 3, 4",H4,3.48,4
B-L-RHAP," 3, 4",H5,3.42,4
B-L-RHAP," 3, 4",H6,1.37,4
A-D-FUCP, ,C1,96.8,1
A-D-FUCP, ,C2,68.3,1
A-D-FUCP, ,C3,78.8,1
A-D-FUCP, ,C4,72.8,1
A-D-FUCP, ,C5,67.9,1
A-D-FUCP, ,C6,16.1,1
A-L-RHAP,3,C1,102.6,2
A-L-RHAP,3,C2,67.6,2
A-L-RHAP,3,C3,74.2,2
A-L-RHAP,3,C4,79.5,2
A-L-RHAP,3,C5,69.6,2
A-L-RHAP,3,C6,18.0,2
A-D-GLCP," 3, 3",C1,95.7,3
A-D-GLCP," 3, 3",C2,72.6,3
A-D-GLCP," 3, 3",C3,74.0,3
A-D-GLCP," 3, 3",C4,71.0,3
A-D-GLCP," 3, 3",C5,72.7,3
A-D-GLCP," 3, 3",C6,61.9,3
B-L-RHAP," 3, 4",C1,101.5,4
B-L-RHAP," 3, 4",C2,68.3,4
B-L-RHAP," 3, 4",C3,79.1,4
B-L-RHAP," 3, 4",C4,71.6,4
B-L-RHAP," 3, 4",C5,73.4,4
B-L-RHAP," 3, 4",C6,18.3,4
