Residual,Connection,Atom,Shift,Residual Num
b-D-Galp," 3,until",H1,4.52,1
b-D-Galp," 3,until",H2,3.69,1
b-D-Galp," 3,until",H3,3.71,1
b-D-Galp," 3,until",H4,4.11,1
b-D-Galp," 3,until",H5,3.64,1
b-D-Galp," 3,until",H61,3.73,1
b-D-Galp," 3,until",H62,3.73,1
b-D-GlcpA," 3,3,until",H1,4.75,2
b-D-GlcpA," 3,3,until",H2,3.66,2
b-D-GlcpA," 3,3,until",H3,3.67,2
b-D-GlcpA," 3,3,until",H4,3.83,2
b-D-GlcpA," 3,3,until",H5,3.72,2
b-D-GalpNAc," 4,3,3,until",H1,4.57,3
b-D-GalpNAc," 4,3,3,until",H2,4.02,3
b-D-GalpNAc," 4,3,3,until",H3,3.88,3
b-D-GalpNAc," 4,3,3,until",H4,4.18,3
b-D-GalpNAc," 4,3,3,until",H5,3.73,3
b-D-GalpNAc," 4,3,3,until",H61,3.82,3
b-D-GalpNAc," 4,3,3,until",H62,3.82,3
b-D-GalpNAc," 4,3,3,until",NAC,2.03,3
b-D-GlcpNAc," 3,3,3,until",H1,4.85,4
b-D-GlcpNAc," 3,3,3,until",H2,3.68,4
b-D-GlcpNAc," 3,3,3,until",H3,3.59,4
b-D-GlcpNAc," 3,3,3,until",H4,3.39,4
b-D-GlcpNAc," 3,3,3,until",H5,3.48,4
b-D-GlcpNAc," 3,3,3,until",H61,3.74,4
b-D-GlcpNAc," 3,3,3,until",H62,3.94,4
b-D-GlcpNAc," 3,3,3,until",NAC,2.06,4
b-D-Galp," 3,until",C1,104.77,1
b-D-Galp," 3,until",C2,70.49,1
b-D-Galp," 3,until",C3,84.59,1
b-D-Galp," 3,until",C4,68.69,1
b-D-Galp," 3,until",C5,75.58,1
b-D-Galp," 3,until",C6,61.88,1
b-D-GlcpA," 3,3,until",C1,103.17,2
b-D-GlcpA," 3,3,until",C2,75.36,2
b-D-GlcpA," 3,3,until",C3,81.35,2
b-D-GlcpA," 3,3,until",C4,80.47,2
b-D-GlcpA," 3,3,until",C5,75.58,2
b-D-GlcpA," 3,3,until",C6,172.07,2
b-D-GalpNAc," 4,3,3,until",C1,102.16,3
b-D-GalpNAc," 4,3,3,until",C2,51.86,3
b-D-GalpNAc," 4,3,3,until",C3,80.85,3
b-D-GalpNAc," 4,3,3,until",C4,68.69,3
b-D-GalpNAc," 4,3,3,until",C5,75.74,3
b-D-GalpNAc," 4,3,3,until",C6,61.92,3
b-D-GalpNAc," 4,3,3,until",CO,175.25,3
b-D-GlcpNAc," 3,3,3,until",C1,102.69,4
b-D-GlcpNAc," 3,3,3,until",C2,56.92,4
b-D-GlcpNAc," 3,3,3,until",C3,74.62,4
b-D-GlcpNAc," 3,3,3,until",C4,71.21,4
b-D-GlcpNAc," 3,3,3,until",C5,77.06,4
b-D-GlcpNAc," 3,3,3,until",C6,62.01,4
b-D-GlcpNAc," 3,3,3,until",CO,175.53,4
