Residual,Connection,Atom,Shift,Residual Num
A-D-GLCP, ,H1,5.218,1
A-D-GLCP, ,H2,3.576,1
A-D-GLCP, ,H3,3.83,1
A-D-GLCP, ,H4,3.64,1
A-D-GLCP, ,H5,3.94,1
A-D-GLCP, ,H61,3.86,1
A-D-GLCP, ,H62,3.86,1
B-D-GALP,4,H1,4.434,2
B-D-GALP,4,H2,3.587,2
B-D-GALP,4,H3,3.7,2
B-D-GALP,4,H4,4.174,2
B-D-GALP,4,H5,3.72,2
B-D-GALP,4,H61,3.74,2
B-D-GALP,4,H62,3.74,2
B-D-GLCPNAC6SO3," 4, 3",H1,4.749,3
B-D-GLCPNAC6SO3," 4, 3",H2,3.966,3
B-D-GLCPNAC6SO3," 4, 3",H3,3.88,3
B-D-GLCPNAC6SO3," 4, 3",H4,3.986,3
B-D-GLCPNAC6SO3," 4, 3",H5,3.79,3
B-D-GLCPNAC6SO3," 4, 3",H61,4.35,3
B-D-GLCPNAC6SO3," 4, 3",H62,4.31,3
B-D-GLCPNAC6SO3," 4, 3",COCH3,2.019,3
A-L-FUCP," 4, 3, 3",H1,5.108,4
A-L-FUCP," 4, 3, 3",H2,3.681,4
A-L-FUCP," 4, 3, 3",H3,3.88,4
A-L-FUCP," 4, 3, 3",H4,3.77,4
A-L-FUCP," 4, 3, 3",H5,4.819,4
A-L-FUCP," 4, 3, 3",H6,1.152,4
B-D-GALP," 4, 3, 4",H1,4.49,5
B-D-GALP," 4, 3, 4",H2,3.464,5
B-D-GALP," 4, 3, 4",H3,3.7,5
B-D-GALP," 4, 3, 4",H4,4.086,5
B-D-GALP," 4, 3, 4",H5,3.62,5
B-D-GALP," 4, 3, 4",H61,3.74,5
B-D-GALP," 4, 3, 4",H62,3.74,5
B-D-GLCPNAC," 4, 3, 4, 3",H1,4.607,6
B-D-GLCPNAC," 4, 3, 4, 3",H2,3.829,6
B-D-GLCPNAC," 4, 3, 4, 3",H3,4.134,6
B-D-GLCPNAC," 4, 3, 4, 3",H5,3.51,6
B-D-GLCPNAC," 4, 3, 4, 3",H6,3.88,6
B-D-GLCPNAC," 4, 3, 4, 3",COCH3,2.054,6
B-D-GALP," 4, 3, 4, 3, 3",H1,4.661,7
B-D-GALP," 4, 3, 4, 3, 3",H2,3.602,7
B-D-GALP," 4, 3, 4, 3, 3",H3,3.81,7
B-D-GALP," 4, 3, 4, 3, 3",H4,3.85,7
B-D-GALP," 4, 3, 4, 3, 3",H5,3.59,7
B-D-GALP," 4, 3, 4, 3, 3",H61,3.73,7
B-D-GALP," 4, 3, 4, 3, 3",H62,3.073,7
A-L-FUCP," 4, 3, 4, 3, 3, 2",H1,5.149,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",H2,3.747,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",H3,3.68,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",H4,3.72,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",H5,4.343,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",H6,1.273,8
A-L-FUCP," 4, 3, 4, 3, 4",H1,5.033,9
A-L-FUCP," 4, 3, 4, 3, 4",H2,3.8,9
A-L-FUCP," 4, 3, 4, 3, 4",H3,3.92,9
A-L-FUCP," 4, 3, 4, 3, 4",H4,3.83,9
A-L-FUCP," 4, 3, 4, 3, 4",H5,4.871,9
A-L-FUCP," 4, 3, 4, 3, 4",H6,1.256,9
A-D-GLCP, ,C1,92.61,1
A-D-GLCP, ,C2,72.4,1
A-D-GLCP, ,C3,72.7,1
A-D-GLCP, ,C4,79.6,1
B-D-GALP,4,C1,103.62,2
B-D-GALP,4,C2,71.3,2
B-D-GALP,4,C3,82.9,2
B-D-GALP,4,C4,69.2,2
B-D-GALP,4,C5,76.2,2
B-D-GALP,4,C6,62.65,2
B-D-GLCPNAC6SO3," 4, 3",C1,103.43,3
B-D-GLCPNAC6SO3," 4, 3",C2,56.9,3
B-D-GLCPNAC6SO3," 4, 3",C3,75.9,3
B-D-GLCPNAC6SO3," 4, 3",C4,73.9,3
B-D-GLCPNAC6SO3," 4, 3",C5,73.3,3
B-D-GLCPNAC6SO3," 4, 3",C6,67.3,3
B-D-GLCPNAC6SO3," 4, 3",COCH3,23.5,3
A-L-FUCP," 4, 3, 3",C1,99.67,4
A-L-FUCP," 4, 3, 3",C2,68.8,4
A-L-FUCP," 4, 3, 3",C3,70.1,4
A-L-FUCP," 4, 3, 3",C4,73.3,4
