Residual,Connection,Atom,Shift,Residual Num
B-D-GLCPNAC, ,H1,4.75,1
B-D-GLCPNAC, ,H2,3.8,1
B-D-GLCPNAC, ,H3,3.62,1
B-D-GLCPNAC, ,H4,3.46,1
B-D-GLCPNAC, ,H5,3.46,1
B-D-GLCPNAC, ,H61,3.92,1
B-D-GLCPNAC, ,H62,3.72,1
B-D-GLCPNAC, ,NAc,2.04,1
A-L-RHAP,3,H1,4.84,2
A-L-RHAP,3,H2,3.83,2
A-L-RHAP,3,H3,3.76,2
A-L-RHAP,3,H4,3.53,2
A-L-RHAP,3,H5,3.98,2
A-L-RHAP,3,H6,1.21,2
A-L-RHAP," 3, 3",H1,5.2,3
A-L-RHAP," 3, 3",H2,4.24,3
A-L-RHAP," 3, 3",H3,3.97,3
A-L-RHAP," 3, 3",H4,3.58,3
A-L-RHAP," 3, 3",H5,3.76,3
A-L-RHAP," 3, 3",H6,1.31,3
A-L-RHAP," 3, 3, 2",H1,5.1,4
A-L-RHAP," 3, 3, 2",H2,4.12,4
A-L-RHAP," 3, 3, 2",H3,3.86,4
A-L-RHAP," 3, 3, 2",H4,3.3,4
A-L-RHAP," 3, 3, 2",H5,3.66,4
A-L-RHAP," 3, 3, 2",H6,1.22,4
A-D-GLCP," 3, 3, 3",H1,5.06,5
A-D-GLCP," 3, 3, 3",H2,3.57,5
A-D-GLCP," 3, 3, 3",H3,3.77,5
A-D-GLCP," 3, 3, 3",H4,3.42,5
A-D-GLCP," 3, 3, 3",H5,3.9,5
A-D-GLCP," 3, 3, 3",H61,3.81,5
A-D-GLCP," 3, 3, 3",H62,3.75,5
B-D-GLCPNAC, ,C1,104.6,1
B-D-GLCPNAC, ,C2,58.3,1
B-D-GLCPNAC, ,C3,84.1,1
B-D-GLCPNAC, ,C4,71.2,1
B-D-GLCPNAC, ,C5,78.6,1
B-D-GLCPNAC, ,C6,63.6,1
B-D-GLCPNAC, ,CO,176.8,1
B-D-GLCPNAC, ,NAc,24.9,1
A-L-RHAP,3,C1,103.8,2
A-L-RHAP,3,C2,73.2,2
A-L-RHAP,3,C3,79.8,2
A-L-RHAP,3,C4,74.3,2
A-L-RHAP,3,C5,71.6,2
A-L-RHAP,3,C6,19.1,2
A-L-RHAP," 3, 3",C1,103.2,3
A-L-RHAP," 3, 3",C2,77.1,3
A-L-RHAP," 3, 3",C3,76.4,3
A-L-RHAP," 3, 3",C4,73.2,3
A-L-RHAP," 3, 3",C5,71.7,3
A-L-RHAP," 3, 3",C6,19.3,3
A-L-RHAP," 3, 3, 2",C1,103.6,4
A-L-RHAP," 3, 3, 2",C2,81.1,4
A-L-RHAP," 3, 3, 2",C3,72.6,4
A-L-RHAP," 3, 3, 2",C4,75.1,4
A-L-RHAP," 3, 3, 2",C5,71.9,4
A-L-RHAP," 3, 3, 2",C6,19.1,4
A-D-GLCP," 3, 3, 3",C1,97.3,5
A-D-GLCP," 3, 3, 3",C2,73.8,5
A-D-GLCP," 3, 3, 3",C3,75.7,5
A-D-GLCP," 3, 3, 3",C4,72.3,5
A-D-GLCP," 3, 3, 3",C5,74.4,5
A-D-GLCP," 3, 3, 3",C6,63.3,5
