Residual,Connection,Atom,Shift,Residual Num
A-D-GALPA, ,H1,5.37,1
A-D-GALPA, ,H2,3.93,1
A-D-GALPA, ,H3,3.99,1
A-D-GALPA, ,H4,4.41,1
A-D-GALPA, ,H5,4.42,1
A-D-GLCP,4,H1,4.96,2
A-D-GLCP,4,H2,3.44,2
A-D-GLCP,4,H3,3.68,2
A-D-GLCP,4,H4,3.58,2
A-D-GLCP,4,H5,4.18,2
A-D-GLCP,4,H6,3.86,2
B-D-QUIP4N," 4, 6",H1,4.42,3
B-D-QUIP4N," 4, 6",H2,3.42,3
B-D-QUIP4N," 4, 6",H3,3.77,3
B-D-QUIP4N," 4, 6",H4,3.79,3
B-D-QUIP4N," 4, 6",H5,3.54,3
B-D-QUIP4N," 4, 6",H6,1.15,3
A-D-GLCPNAC," 4, 6, 3",H1,5.06,4
A-D-GLCPNAC," 4, 6, 3",H2,4.01,4
A-D-GLCPNAC," 4, 6, 3",H3,3.91,4
A-D-GLCPNAC," 4, 6, 3",H4,3.81,4
A-D-GLCPNAC," 4, 6, 3",H5,4.3,4
A-D-GLCPNAC," 4, 6, 3",H6 a,4.04,4
A-D-GLCPNAC," 4, 6, 3",H6 b,4.1,4
A-D-GLCPNAC," 4, 6, 3",CH3CO,2.0,4
A-D-GALPA, ,C1,102.0,1
A-D-GALPA, ,C2,69.6,1
A-D-GALPA, ,C3,69.6,1
A-D-GALPA, ,C4,80.2,1
A-D-GALPA, ,C5,71.8,1
A-D-GALPA, ,C6,173.5,1
A-D-GLCP,4,C1,101.6,2
A-D-GLCP,4,C2,72.9,2
A-D-GLCP,4,C3,74.0,2
A-D-GLCP,4,C4,70.1,2
A-D-GLCP,4,C5,72.2,2
A-D-GLCP,4,C6,69.5,2
B-D-QUIP4N," 4, 6",C1,104.1,3
B-D-QUIP4N," 4, 6",C2,73.7,3
B-D-QUIP4N," 4, 6",C3,78.4,3
B-D-QUIP4N," 4, 6",C4,57.9,3
B-D-QUIP4N," 4, 6",C5,72.2,3
B-D-QUIP4N," 4, 6",C6,17.7,3
A-D-GLCPNAC," 4, 6, 3",C1,98.2,4
A-D-GLCPNAC," 4, 6, 3",C2,53.3,4
A-D-GLCPNAC," 4, 6, 3",C3,81.6,4
A-D-GLCPNAC," 4, 6, 3",C4,70.9,4
A-D-GLCPNAC," 4, 6, 3",C5,71.6,4
A-D-GLCPNAC," 4, 6, 3",C6,65.1,4
A-D-GLCPNAC," 4, 6, 3",CH3CO,23.3,4
A-D-GLCPNAC," 4, 6, 3",CH3CO,175.2,4
