Residual,Connection,Atom,Shift
A-D-GLCPNAC, ,H1,4.95
A-D-GLCPNAC, ,H2,3.93
A-D-GLCPNAC, ,H3,3.88
A-D-GLCPNAC, ,H4,3.64
A-D-GLCPNAC, ,H5,4.17
A-D-GLCPNAC, ,H61,3.67
A-D-GLCPNAC, ,H62,3.78
B-D-GLCPNAC,4,H1,4.66
B-D-GLCPNAC,4,H2,3.8
B-D-GLCPNAC,4,H3,3.79
B-D-GLCPNAC,4,H4,3.69
B-D-GLCPNAC,4,H5,3.52
B-D-GLCPNAC,4,H61,3.74
B-D-GLCPNAC,4,H62,3.9
A-D-GALPA," 4, 3",H1,5.32
A-D-GALPA," 4, 3",H2,3.95
A-D-GALPA," 4, 3",H3,3.98
A-D-GALPA," 4, 3",H4,4.49
A-D-GALPA," 4, 3",H5,4.23
A-D-GALPA," 4, 3, 3",H1,5.22
A-D-GALPA," 4, 3, 3",H2,3.92
A-D-GALPA," 4, 3, 3",H3,4.05
A-D-GALPA," 4, 3, 3",H4,4.41
A-D-GALPA," 4, 3, 3",H5,4.58
A-D-GLCPNAC, ,C1,99.1
A-D-GLCPNAC, ,C2,54.1
A-D-GLCPNAC, ,C3,70.7
A-D-GLCPNAC, ,C4,80.7
A-D-GLCPNAC, ,C5,71.7
A-D-GLCPNAC, ,C6,60.9
B-D-GLCPNAC,4,C1,102.2
B-D-GLCPNAC,4,C2,55.2
B-D-GLCPNAC,4,C3,82.9
B-D-GLCPNAC,4,C4,71.7
B-D-GLCPNAC,4,C5,76.6
B-D-GLCPNAC,4,C6,61.7
A-D-GALPA," 4, 3",C1,101.5
A-D-GALPA," 4, 3",C2,68
A-D-GALPA," 4, 3",C3,76.5
A-D-GALPA," 4, 3",C4,68.6
A-D-GALPA," 4, 3",C5,72.9
A-D-GALPA," 4, 3",C6,175.3
A-D-GALPA," 4, 3, 3",C1,97.1
A-D-GALPA," 4, 3, 3",C2,69.2
A-D-GALPA," 4, 3, 3",C3,70.1
A-D-GALPA," 4, 3, 3",C4,80.1
A-D-GALPA," 4, 3, 3",C5,72.2
A-D-GALPA," 4, 3, 3",C6,174.8
