Residual,Connection,Atom,Shift
b-D-Galf," 2,until",H1,5.07
b-D-Galf," 2,until",H2,4.14
b-D-Galf," 2,until",H3,4.24
b-D-Galf," 2,until",H4,4.01
b-D-Galf," 2,until",H5,3.88
b-D-Galf," 2,until",H61,3.73
b-D-Galf," 2,until",H62,3.68
a-D-GlcpNAc," 2,2,until",H1,4.96
a-D-GlcpNAc," 2,2,until",H2,4.13
a-D-GlcpNAc," 2,2,until",H3,3.76
a-D-GlcpNAc," 2,2,until",H4,3.61
a-D-GlcpNAc," 2,2,until",H5,3.79
a-D-GlcpNAc," 2,2,until",H61,3.95
a-D-GlcpNAc," 2,2,until",H62,3.85
a-L-Rhap2Ac," 3,2,2,until",H1,4.92
a-L-Rhap2Ac," 3,2,2,until",H2,5.12
a-L-Rhap2Ac," 3,2,2,until",H3,3.94
a-L-Rhap2Ac," 3,2,2,until",H4,3.6
a-L-Rhap2Ac," 3,2,2,until",H5,4.08
a-L-Rhap2Ac," 3,2,2,until",CH3,1.28
a-D-Glcp," 3,3,2,2,until",H1,4.95
a-D-Glcp," 3,3,2,2,until",H2,3.54
a-D-Glcp," 3,3,2,2,until",H3,3.69
a-D-Glcp," 3,3,2,2,until",H4,3.48
a-D-Glcp," 3,3,2,2,until",H5,3.99
a-D-Glcp," 3,3,2,2,until",H61,3.95
a-D-Glcp," 3,3,2,2,until",H62,3.72
b-D-Galf," 2,until",C1,106.8
b-D-Galf," 2,until",C2,87.4
b-D-Galf," 2,until",C3,76.3
b-D-Galf," 2,until",C4,83.3
b-D-Galf," 2,until",C5,71.3
b-D-Galf," 2,until",C6,63.8
a-D-GlcpNAc," 2,2,until",C1,97.9
a-D-GlcpNAc," 2,2,until",C2,53.7
a-D-GlcpNAc," 2,2,until",C3,80.4
a-D-GlcpNAc," 2,2,until",C4,69.3
a-D-GlcpNAc," 2,2,until",C5,73.7
a-D-GlcpNAc," 2,2,until",C6,61.6
a-D-GlcpNAc," 2,2,until",CO,175
a-D-GlcpNAc," 2,2,until",CH3,23
a-L-Rhap2Ac," 3,2,2,until",C1,99.2
a-L-Rhap2Ac," 3,2,2,until",C2,69.7
a-L-Rhap2Ac," 3,2,2,until",C3,74.7
a-L-Rhap2Ac," 3,2,2,until",C4,71.5
a-L-Rhap2Ac," 3,2,2,until",C5,69.6
a-L-Rhap2Ac," 3,2,2,until",C6,17.4
a-L-Rhap2Ac," 3,2,2,until",CO,173.8
a-L-Rhap2Ac," 3,2,2,until",CH3,21.1
a-D-Glcp," 3,3,2,2,until",C1,96.5
a-D-Glcp," 3,3,2,2,until",C2,72.5
a-D-Glcp," 3,3,2,2,until",C3,73.8
a-D-Glcp," 3,3,2,2,until",C4,70.4
a-D-Glcp," 3,3,2,2,until",C5,71.3
a-D-Glcp," 3,3,2,2,until",C6,66.9
