Residual,Connection,Atom,Shift
b-D-Glcp," 4,until",H1,4.46
b-D-Glcp," 4,until",H2,3.34
b-D-Glcp," 4,until",H3,3.63
b-D-Glcp," 4,until",H4,3.63
b-D-Glcp," 4,until",H5,3.51
b-D-Glcp," 4,until",H61,3.83
b-D-Glcp," 4,until",H62,3.68
b-D-ManpNAc," 4,4,until",H1,4.86
b-D-ManpNAc," 4,4,until",H2,4.6
b-D-ManpNAc," 4,4,until",H3,3.93
b-D-ManpNAc," 4,4,until",H4,3.74
b-D-ManpNAc," 4,4,until",H5,3.46
b-D-ManpNAc," 4,4,until",H61,3.9
b-D-ManpNAc," 4,4,until",H62,3.79
a-D-Galp," 3,4,4,until",H1,5.29
a-D-Galp," 3,4,4,until",H2,3.94
a-D-Galp," 3,4,4,until",H3,3.82
a-D-Galp," 3,4,4,until",H4,4.17
a-D-Galp," 3,4,4,until",H5,4.12
a-D-Galp," 3,4,4,until",H61,3.75
a-D-Galp," 3,4,4,until",H62,3.75
a-D-GlcpA," 3,3,4,4,until",H1,5.08
a-D-GlcpA," 3,3,4,4,until",H2,3.65
a-D-GlcpA," 3,3,4,4,until",H3,4.02
a-D-GlcpA," 3,3,4,4,until",H4,3.77
a-D-GlcpA," 3,3,4,4,until",H5,4.24
a-D-Glcp," 4,3,3,4,4,until",H1,5.41
a-D-Glcp," 4,3,3,4,4,until",H2,3.53
a-D-Glcp," 4,3,3,4,4,until",H3,3.78
a-D-Glcp," 4,3,3,4,4,until",H4,3.58
a-D-Glcp," 4,3,3,4,4,until",H5,3.85
b-D-Glcp," 4,until",C1,103.2
b-D-Glcp," 4,until",C2,73.8
b-D-Glcp," 4,until",C3,74.7
b-D-Glcp," 4,until",C4,79.5
b-D-Glcp," 4,until",C5,75.4
b-D-ManpNAc," 4,4,until",C1,100.1
b-D-ManpNAc," 4,4,until",C2,53.4
b-D-ManpNAc," 4,4,until",C3,78
b-D-ManpNAc," 4,4,until",C4,67.6
b-D-ManpNAc," 4,4,until",C5,77.1
a-D-Galp," 3,4,4,until",C1,101
a-D-Galp," 3,4,4,until",C2,67.6
a-D-Galp," 3,4,4,until",C3,74.7
a-D-Galp," 3,4,4,until",C4,66.4
a-D-Galp," 3,4,4,until",C5,71.9
a-D-GlcpA," 3,3,4,4,until",C1,95.5
a-D-GlcpA," 3,3,4,4,until",C2,71.9
a-D-GlcpA," 3,3,4,4,until",C3,74
a-D-GlcpA," 3,3,4,4,until",C4,78.4
a-D-GlcpA," 3,3,4,4,until",C5,73.4
a-D-Glcp," 4,3,3,4,4,until",C1,98.8
a-D-Glcp," 4,3,3,4,4,until",C2,72.3
a-D-Glcp," 4,3,3,4,4,until",C3,72.3
a-D-Glcp," 4,3,3,4,4,until",C4,79.2
a-D-Glcp," 4,3,3,4,4,until",C5,71.3
