Residual,Connection,Atom,Shift
B-D-GALPNAC, ,H1,4.6
B-D-GALPNAC, ,H2,4.02
B-D-GALPNAC, ,H3,3.81
B-D-GALPNAC, ,H4,4.14
B-D-GALPNAC, ,H5,3.67
B-D-GALPNAC, ,H61,3.73
B-D-GALPNAC, ,H62,3.73
B-D-GLCPA,4,H1,4.65
B-D-GLCPA,4,H2,3.45
B-D-GLCPA,4,H3,3.75
B-D-GLCPA,4,H4,3.77
B-D-GLCPA,4,H5,3.8
A-D-GLCP," 4, 4",H1,5.44
A-D-GLCP," 4, 4",H2,3.46
A-D-GLCP," 4, 4",H3,3.65
A-D-GLCP," 4, 4",H4,3.4
A-D-GLCP," 4, 4",H5,3.73
A-D-GLCP," 4, 4",H61,3.84
A-D-GLCP," 4, 4",H62,4.07
B-D-GALPNAC," 4, 4, 6",H1,4.52
B-D-GALPNAC," 4, 4, 6",H2,4.08
B-D-GALPNAC," 4, 4, 6",H3,3.82
B-D-GALPNAC," 4, 4, 6",H4,4.16
B-D-GALPNAC," 4, 4, 6",H5,3.66
B-D-GALPNAC," 4, 4, 6",H61,3.75
B-D-GALPNAC," 4, 4, 6",H62,3.84
A-D-GALP," 4, 4, 6, 3",H1,5.08
A-D-GALP," 4, 4, 6, 3",H2,3.87
A-D-GALP," 4, 4, 6, 3",H3,3.77
A-D-GALP," 4, 4, 6, 3",H4,4.19
A-D-GALP," 4, 4, 6, 3",H5,3.84
A-D-GALP," 4, 4, 6, 3",H61,3.7
A-D-GALP," 4, 4, 6, 3",H62,3.7
B-D-GALPNAC, ,C1,104.5
B-D-GALPNAC, ,C2,54.2
B-D-GALPNAC, ,C3,72.4
B-D-GALPNAC, ,C4,77.4
B-D-GALPNAC, ,C5,75.4
B-D-GALPNAC, ,C6,61.8
B-D-GLCPA,4,C1,104.5
B-D-GLCPA,4,C2,74.7
B-D-GLCPA,4,C3,77.5
B-D-GLCPA,4,C4,77.5
B-D-GLCPA,4,C5,77.4
B-D-GLCPA,4,C6,176.4
A-D-GLCP," 4, 4",C1,99.6
A-D-GLCP," 4, 4",C2,72.7
A-D-GLCP," 4, 4",C3,73.8
A-D-GLCP," 4, 4",C4,70.2
A-D-GLCP," 4, 4",C5,71.8
A-D-GLCP," 4, 4",C6,68.8
B-D-GALPNAC," 4, 4, 6",C1,102.9
B-D-GALPNAC," 4, 4, 6",C2,51.9
B-D-GALPNAC," 4, 4, 6",C3,76.5
B-D-GALPNAC," 4, 4, 6",C4,65
B-D-GALPNAC," 4, 4, 6",C5,76
B-D-GALPNAC," 4, 4, 6",C6,62.2
A-D-GALP," 4, 4, 6, 3",C1,99.4
A-D-GALP," 4, 4, 6, 3",C2,68.2
A-D-GALP," 4, 4, 6, 3",C3,80.7
A-D-GALP," 4, 4, 6, 3",C4,70.2
A-D-GALP," 4, 4, 6, 3",C5,72.1
A-D-GALP," 4, 4, 6, 3",C6,61.7
