Residual,Connection,Atom,Shift
A-L-RHAP, ,H1,5.037
A-L-RHAP, ,H2,4.027
A-L-RHAP, ,H3,3.836
A-L-RHAP, ,H4,3.501
A-L-RHAP, ,H5,4.03
A-L-RHAP, ,H6,1.252
B-D-GALP,2,H1,4.531
B-D-GALP,2,H2,3.694
B-D-GALP,2,H3,3.71
B-D-GALP,2,H4,3.99
B-D-GALP,2,H5,3.75
B-D-GALP,2,H6a,3.75
B-D-GALP,2,H6b,3.84
A-L-RHAP," 2, 3",H1,5.201
A-L-RHAP," 2, 3",H2,4.07
A-L-RHAP," 2, 3",H3,3.938
A-L-RHAP," 2, 3",H4,3.494
A-L-RHAP," 2, 3",H5,3.8
A-L-RHAP," 2, 3",H6,1.295
A-L-RHAP," 2, 3, 2",H1,5.093
A-L-RHAP," 2, 3, 2",H2,4.08
A-L-RHAP," 2, 3, 2",H3,3.876
A-L-RHAP," 2, 3, 2",H4,3.468
A-L-RHAP," 2, 3, 2",H5,3.7
A-L-RHAP," 2, 3, 2",H6,1.273
A-L-RHAP," 2, 3, 2, 2",H1,5.258
A-L-RHAP," 2, 3, 2, 2",H2,4.156
A-L-RHAP," 2, 3, 2, 2",H3,3.876
A-L-RHAP," 2, 3, 2, 2",H4,3.501
A-L-RHAP," 2, 3, 2, 2",H5,3.73
A-L-RHAP," 2, 3, 2, 2",H6,1.273
B-D-GLCPA," 2, 3, 2, 2, 2",H1,4.661
B-D-GLCPA," 2, 3, 2, 2, 2",H2,3.425
B-D-GLCPA," 2, 3, 2, 2, 2",H3,3.618
B-D-GLCPA," 2, 3, 2, 2, 2",H4,3.63
B-D-GLCPA," 2, 3, 2, 2, 2",H5,3.99
A-L-RHAP, ,C1,100.7
A-L-RHAP, ,C2,80.7
A-L-RHAP, ,C3,70.5
A-L-RHAP, ,C4,72.9
A-L-RHAP, ,C5,69.8
A-L-RHAP, ,C6,17.3
B-D-GALP,2,C1,105.4
B-D-GALP,2,C2,71.8
B-D-GALP,2,C3,79.9
B-D-GALP,2,C4,69.3
B-D-GALP,2,C5,76.1
B-D-GALP,2,C6,62
A-L-RHAP," 2, 3",C1,101.4
A-L-RHAP," 2, 3",C2,78.9
A-L-RHAP," 2, 3",C3,70.7
A-L-RHAP," 2, 3",C4,72.9
A-L-RHAP," 2, 3",C5,70.5
A-L-RHAP," 2, 3",C6,17.5
A-L-RHAP," 2, 3, 2",C1,101.6
A-L-RHAP," 2, 3, 2",C2,78.9
A-L-RHAP," 2, 3, 2",C3,70.6
A-L-RHAP," 2, 3, 2",C4,72.8
A-L-RHAP," 2, 3, 2",C5,70.1
A-L-RHAP," 2, 3, 2",C6,17.4
A-L-RHAP," 2, 3, 2, 2",C1,101.7
A-L-RHAP," 2, 3, 2, 2",C2,81.1
A-L-RHAP," 2, 3, 2, 2",C3,70.6
A-L-RHAP," 2, 3, 2, 2",C4,72.9
A-L-RHAP," 2, 3, 2, 2",C5,71
A-L-RHAP," 2, 3, 2, 2",C6,17.4
B-D-GLCPA," 2, 3, 2, 2, 2",C1,104.9
B-D-GLCPA," 2, 3, 2, 2, 2",C2,74.3
B-D-GLCPA," 2, 3, 2, 2, 2",C3,74.6
B-D-GLCPA," 2, 3, 2, 2, 2",C4,79.7
B-D-GLCPA," 2, 3, 2, 2, 2",C5,74.8
