Residual,Connection,Atom,Shift
A-D-GLCP1OME, ,H1,4.97
A-D-GLCP1OME, ,H2,3.75
A-D-GLCP1OME, ,H3,3.78
A-D-GLCP1OME, ,H4,3.45
A-D-GLCP1OME, ,H5,3.66
A-D-GLCP1OME, ,H61,3.77
A-D-GLCP1OME, ,H62,3.89
B-L-FUCP,2,H1,4.47
B-L-FUCP,2,H2,3.51
B-L-FUCP,2,H3,3.64
B-L-FUCP,2,H4,3.76
B-L-FUCP,2,H5,3.79
B-L-FUCP,2,H6,1.26
A-D-GLCP1OME, ,C1,98.7
A-D-GLCP1OME, ,C2,79.8
A-D-GLCP1OME, ,C3,72.9
A-D-GLCP1OME, ,C4,71
A-D-GLCP1OME, ,C5,72.6
A-D-GLCP1OME, ,C6,62
A-D-GLCP1OME, ,OMe,56.2
B-L-FUCP,2,C1,103.2
B-L-FUCP,2,C2,71.7
B-L-FUCP,2,C3,74.2
B-L-FUCP,2,C4,72.6
B-L-FUCP,2,C5,72.3
B-L-FUCP,2,C6,16.6
