Residual,Connection,Atom,Shift
B-D-FRUF, ,H11,3.79
B-D-FRUF, ,H12,3.7
B-D-FRUF, ,H3,4.2
B-D-FRUF, ,H4,4.08
B-D-FRUF, ,H61,3.84
B-D-FRUF, ,H62,3.81
B-D-FRUF,2,H11,3.98
B-D-FRUF,2,H12,3.73
B-D-FRUF,2,H3,4.34
B-D-FRUF,2,H4,4.04
B-D-FRUF,2,H6,3.08
A-D-GLCP," 2, 2",H1,5.67
A-D-GLCP," 2, 2",H2,3.61
A-D-GLCP," 2, 2",H3,3.9
A-D-GLCP," 2, 2",H4,3.49
A-D-GLCP," 2, 2",H5,3.9
A-D-GLCP," 2, 2",H6,3.81
A-D-GLCP," 2, 2, 2",H1,5.31
A-D-GLCP," 2, 2, 2",H2,3.69
A-D-GLCP," 2, 2, 2",H3,3.83
A-D-GLCP," 2, 2, 2",H4,3.47
A-D-GLCP," 2, 2, 2",H5,3.83
A-D-GLCP," 2, 2, 2",H6,3.88
A-D-GLCP," 2, 2, 2, 2",H1,5.08
A-D-GLCP," 2, 2, 2, 2",H2,3.59
A-D-GLCP," 2, 2, 2, 2",H3,3.91
A-D-GLCP," 2, 2, 2, 2",H4,3.45
A-D-GLCP," 2, 2, 2, 2",H5,3.96
A-D-GLCP," 2, 2, 2, 2",H61,3.84
A-D-GLCP," 2, 2, 2, 2",H62,3.78
B-D-FRUF, ,C1,61.5
B-D-FRUF, ,C2,104.71
B-D-FRUF, ,C3,77.33
B-D-FRUF, ,C4,75.14
B-D-FRUF, ,C5,81.93
B-D-FRUF, ,C6,63.14
B-D-FRUF,2,C1,61.79
B-D-FRUF,2,C2,104.53
B-D-FRUF,2,C3,76.74
B-D-FRUF,2,C4,74.48
B-D-FRUF,2,C5,82.1
B-D-FRUF,2,C6,62.98
A-D-GLCP," 2, 2",C1,91.82
A-D-GLCP," 2, 2",C2,80.91
A-D-GLCP," 2, 2",C3,72.74
A-D-GLCP," 2, 2",C4,69.78
A-D-GLCP," 2, 2",C5,72.95
A-D-GLCP," 2, 2",C6,60.97
A-D-GLCP," 2, 2, 2",C1,96.96
A-D-GLCP," 2, 2, 2",C2,76.81
A-D-GLCP," 2, 2, 2",C3,72.38
A-D-GLCP," 2, 2, 2",C4,70.52
A-D-GLCP," 2, 2, 2",C5,73.33
A-D-GLCP," 2, 2, 2",C6,61.29
A-D-GLCP," 2, 2, 2, 2",C1,97.56
A-D-GLCP," 2, 2, 2, 2",C2,72.03
A-D-GLCP," 2, 2, 2, 2",C3,73.38
A-D-GLCP," 2, 2, 2, 2",C4,70.27
A-D-GLCP," 2, 2, 2, 2",C5,72.63
A-D-GLCP," 2, 2, 2, 2",C6,61.2
