Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.5
B-D-GLCP, ,H2,3.35
B-D-GLCP, ,H3,3.52
B-D-GLCP, ,H4,3.42
B-D-GLCP, ,H5,3.46
B-D-GLCP, ,H61,3.73
B-D-GLCP, ,H62,3.93
A-D-GLCP,1,H1,4.92
A-D-GLCP,1,H2,3.51
A-D-GLCP,1,H3,3.74
A-D-GLCP,1,H4,3.65
A-D-GLCP,1,H5,4.31
A-D-GLCP,1,H61,4.05
A-D-GLCP,1,H62,4.33
B-D-GALP," 1, 1",H1,4.49
B-D-GALP," 1, 1",H2,3.68
B-D-GALP," 1, 1",H3,3.83
B-D-GALP," 1, 1",H4,4.24
B-D-GALP," 1, 1",H5,3.77
B-D-GALP," 1, 1",H61,3.82
B-D-GALP," 1, 1",H62,3.87
B-D-GALPNAC," 1, 1, 3",H1,4.71
B-D-GALPNAC," 1, 1, 3",H2,3.96
B-D-GALPNAC," 1, 1, 3",H3,3.81
B-D-GALPNAC," 1, 1, 3",H4,4.05
B-D-GALPNAC," 1, 1, 3",H5,3.67
B-D-GALPNAC," 1, 1, 3",H61,3.78
B-D-GALPNAC," 1, 1, 3",H62,3.86
B-D-GALF," 1, 1, 3, 3",H1,5.09
B-D-GALF," 1, 1, 3, 3",H2,4.1
B-D-GALF," 1, 1, 3, 3",H3,4.05
B-D-GALF," 1, 1, 3, 3",H4,4.05
B-D-GALF," 1, 1, 3, 3",H5,4.01
B-D-GALF," 1, 1, 3, 3",H61,3.74
B-D-GALF," 1, 1, 3, 3",H62,4.07
B-D-GLCP, ,C1,103.5
B-D-GLCP, ,C2,74.1
B-D-GLCP, ,C3,76.6
B-D-GLCP, ,C4,70.6
B-D-GLCP, ,C5,76.8
B-D-GLCP, ,C6,61.8
A-D-GLCP,1,C1,100
A-D-GLCP,1,C2,72.9
A-D-GLCP,1,C3,73.6
A-D-GLCP,1,C4,69.7
A-D-GLCP,1,C5,71.5
A-D-GLCP,1,C6,68.8
B-D-GALP," 1, 1",C1,104.4
B-D-GALP," 1, 1",C2,71.8
B-D-GALP," 1, 1",C3,81.6
B-D-GALP," 1, 1",C4,76.4
B-D-GALP," 1, 1",C5,76.2
B-D-GALP," 1, 1",C6,60.7
B-D-GALPNAC," 1, 1, 3",C1,104.2
B-D-GALPNAC," 1, 1, 3",C2,52.2
B-D-GALPNAC," 1, 1, 3",C3,79.3
B-D-GALPNAC," 1, 1, 3",C4,70.6
B-D-GALPNAC," 1, 1, 3",C5,75.8
B-D-GALPNAC," 1, 1, 3",C6,62
B-D-GALF," 1, 1, 3, 3",C1,110
B-D-GALF," 1, 1, 3, 3",C2,82.2
B-D-GALF," 1, 1, 3, 3",C3,78
B-D-GALF," 1, 1, 3, 3",C4,84.2
B-D-GALF," 1, 1, 3, 3",C5,70.5
B-D-GALF," 1, 1, 3, 3",C6,72.2
