Residual,Connection,Atom,Shift
allyl, ,H11,4.28
allyl, ,H12,4.13
allyl, ,H2,5.92
allyl, ,H31,5.25
allyl, ,H32,5.31
b-D-GlcpNAc,1,H1,4.57
b-D-GlcpNAc,1,H2,3.7
b-D-GlcpNAc,1,H3,3.52
b-D-GlcpNAc,1,H4,3.37
b-D-GlcpNAc,1,H5,3.56
b-D-GlcpNAc,1,H61,3.48
b-D-GlcpNAc,1,H62,3.6
b-D-GlcpNAc,1,NAC,2.02
a-D-Kdop," 6,1",H31,1.88
a-D-Kdop," 6,1",H32,2.02
a-D-Kdop," 6,1",H4,4.04
a-D-Kdop," 6,1",H5,4.11
a-D-Kdop," 6,1",H6,3.69
a-D-Kdop," 6,1",H7,3.92
a-D-Kdop," 6,1",H81,3.61
a-D-Kdop," 6,1",H82,3.9
a-D-Kdop," 4,6,1",H31,1.79
a-D-Kdop," 4,6,1",H32,2.1
a-D-Kdop," 4,6,1",H4,4.06
a-D-Kdop," 4,6,1",H5,4.07
a-D-Kdop," 4,6,1",H6,3.78
a-D-Kdop," 4,6,1",H7,4.16
a-D-Kdop," 4,6,1",H81,3.58
a-D-Kdop," 4,6,1",H82,3.58
a-D-Kdop," 8,4,6,1",H31,1.78
a-D-Kdop," 8,4,6,1",H32,2.02
a-D-Kdop," 8,4,6,1",H4,4.08
a-D-Kdop," 8,4,6,1",H5,4.05
a-D-Kdop," 8,4,6,1",H6,3.67
a-D-Kdop," 8,4,6,1",H7,3.92
a-D-Kdop," 8,4,6,1",H81,3.71
a-D-Kdop," 8,4,6,1",H82,3.91
allyl, ,C1,71.4
allyl, ,C2,134.3
allyl, ,C3,118.6
b-D-GlcpNAc,1,C1,101
b-D-GlcpNAc,1,C2,56.4
b-D-GlcpNAc,1,C3,74.8
b-D-GlcpNAc,1,C4,71.7
b-D-GlcpNAc,1,C5,75.1
b-D-GlcpNAc,1,C6,63.2
b-D-GlcpNAc,1,CO,175.4
b-D-GlcpNAc,1,CH3,23
a-D-Kdop," 6,1",C1,175.4
a-D-Kdop," 6,1",C2,100.7
a-D-Kdop," 6,1",C3,34.3
a-D-Kdop," 6,1",C4,70.5
a-D-Kdop," 6,1",C5,65.6
a-D-Kdop," 6,1",C6,72.1
a-D-Kdop," 6,1",C7,70.4
a-D-Kdop," 6,1",C8,64.1
a-D-Kdop," 4,6,1",C1,175.9
a-D-Kdop," 4,6,1",C2,100.6
a-D-Kdop," 4,6,1",C3,35.4
a-D-Kdop," 4,6,1",C4,66.7
a-D-Kdop," 4,6,1",C5,68
a-D-Kdop," 4,6,1",C6,72.6
a-D-Kdop," 4,6,1",C7,71.3
a-D-Kdop," 4,6,1",C8,64
a-D-Kdop," 8,4,6,1",C1,175.7
a-D-Kdop," 8,4,6,1",C2,101.4
a-D-Kdop," 8,4,6,1",C3,35
a-D-Kdop," 8,4,6,1",C4,66.8
a-D-Kdop," 8,4,6,1",C5,67.2
a-D-Kdop," 8,4,6,1",C6,72.1
a-D-Kdop," 8,4,6,1",C7,70.2
a-D-Kdop," 8,4,6,1",C8,63.9
