Residual,Connection,Atom,Shift
A-D-MANP, ,H1,5.29
A-D-MANP, ,H2,3.92
A-D-MANP, ,H3,3.97
A-D-MANP, ,H4,3.75
A-D-MANP, ,H5,3.81
A-D-MANP, ,H61,3.83
A-D-MANP, ,H62,3.83
A-L-FUCP,2,H1,4.99
A-L-FUCP,2,H2,3.79
A-L-FUCP,2,H3,3.92
A-L-FUCP,2,H4,3.82
A-L-FUCP,2,H5,4.36
A-L-FUCP,2,H6,1.22
A-D-MANP, ,C1,92.49
A-D-MANP, ,C2,77.84
A-D-MANP, ,C3,70.62
A-D-MANP, ,C4,67.8
A-D-MANP, ,C5,73.58
A-D-MANP, ,C6,61.62
A-L-FUCP,2,C1,98.8
A-L-FUCP,2,C2,68.95
A-L-FUCP,2,C3,70.39
A-L-FUCP,2,C4,72.77
A-L-FUCP,2,C5,67.85
A-L-FUCP,2,C6,16.05
