Residual,Connection,Atom,Shift
A-D-GLCP1OME, ,H1,4.82
A-D-GLCP1OME, ,H2,3.75
A-D-GLCP1OME, ,H3,3.88
A-D-GLCP1OME, ,H4,3.52
A-D-GLCP1OME, ,H5,3.76
A-D-GLCP1OME, ,H61,3.77
A-D-GLCP1OME, ,H62,3.88
B-D-GALP,3,H1,4.62
B-D-GALP,3,H2,3.59
B-D-GALP,3,H3,3.68
B-D-GALP,3,H4,3.92
B-D-GALP,3,H5,3.76
B-D-GALP,3,H61,3.75
B-D-GALP,3,H62,3.75
A-D-GLCP1OME, ,C1,100.5
A-D-GLCP1OME, ,C2,72
A-D-GLCP1OME, ,C3,84.1
A-D-GLCP1OME, ,C4,69.6
A-D-GLCP1OME, ,C5,72.6
A-D-GLCP1OME, ,C6,62
A-D-GLCP1OME, ,OMe,56.3
B-D-GALP,3,C1,104.6
B-D-GALP,3,C2,72.6
B-D-GALP,3,C3,74
B-D-GALP,3,C4,69.9
B-D-GALP,3,C5,76.6
B-D-GALP,3,C6,62.3
