Residual,Connection,Atom,Shift
a-D-Galp," 6,until",H1,4.9
a-D-Galp," 6,until",H2,3.72
a-D-Galp," 6,until",H3,3.8
a-D-Galp," 6,until",H4,3.93
a-D-Galp," 6,until",H5,4.03
a-D-Galp," 6,until",H61,3.77
a-D-Galp," 6,until",H62,3.63
a-D-Galp," 6,6,until",H1,5.09
a-D-Galp," 6,6,until",H2,3.83
a-D-Galp," 6,6,until",H3,3.87
a-D-Galp," 6,6,until",H4,3.92
a-D-Galp," 6,6,until",H5,3.91
a-D-Galp," 6,6,until",H61,3.64
a-D-Galp," 6,6,until",H62,3.64
a-D-Glcp," 2,6,6,until",H1,5
a-D-Glcp," 2,6,6,until",H2,3.48
a-D-Glcp," 2,6,6,until",H3,3.67
a-D-Glcp," 2,6,6,until",H4,3.39
a-D-Glcp," 2,6,6,until",H5,4.01
a-D-Glcp," 2,6,6,until",H61,3.68
a-D-Glcp," 2,6,6,until",H62,3.84
a-D-Galp," 6,until",C1,99
a-D-Galp," 6,until",C2,69.3
a-D-Galp," 6,until",C3,70.2
a-D-Galp," 6,until",C4,70.3
a-D-Galp," 6,until",C5,69.7
a-D-Galp," 6,until",C6,67.8
a-D-Galp," 6,6,until",C1,97
a-D-Galp," 6,6,until",C2,74
a-D-Galp," 6,6,until",C3,70.3
a-D-Galp," 6,6,until",C4,68.8
a-D-Galp," 6,6,until",C5,71.8
a-D-Galp," 6,6,until",C6,62.1
a-D-Glcp," 2,6,6,until",C1,97.2
a-D-Glcp," 2,6,6,until",C2,72.2
a-D-Glcp," 2,6,6,until",C3,74.2
a-D-Glcp," 2,6,6,until",C4,70.7
a-D-Glcp," 2,6,6,until",C5,71.2
a-D-Glcp," 2,6,6,until",C6,67
