Residual,Connection,Atom,Shift
A-D-GALPA, ,H1,5.38
A-D-GALPA, ,H2,3.9
A-D-GALPA, ,H3,3.98
A-D-GALPA, ,H4,4.41
A-D-GALPA, ,H5,4.42
A-D-GALPA, ,NAc,1.98
A-D-GALPNAC,4,H1,4.95
A-D-GALPNAC,4,H2,4.3
A-D-GALPNAC,4,H3,4
A-D-GALPNAC,4,H4,4.37
A-D-GALPNAC,4,H5,4.36
A-D-GALPNAC,4,H8,3.73
B-D-GALPA," 4, 3",H1,4.57
B-D-GALPA," 4, 3",H2,3.7
B-D-GALPA," 4, 3",H3,3.72
B-D-GALPA," 4, 3",H4,4.17
B-D-GALPA," 4, 3",H5,4.27
B-D-GLCPNAC," 4, 3, 2",H1,4.83
B-D-GLCPNAC," 4, 3, 2",H2,3.76
B-D-GLCPNAC," 4, 3, 2",H3,3.73
B-D-GLCPNAC," 4, 3, 2",H4,3.65
B-D-GLCPNAC," 4, 3, 2",H5,3.38
B-D-GLCPNAC," 4, 3, 2",H61,3.71
B-D-GLCPNAC," 4, 3, 2",H62,3.89
B-D-GLCPNAC," 4, 3, 2",NAc,2.1
A-D-GALPA, ,C1,101.8
A-D-GALPA, ,C2,69.5
A-D-GALPA, ,C3,69.7
A-D-GALPA, ,C4,79.5
A-D-GALPA, ,C5,71.3
A-D-GALPA, ,C6,173.6
A-D-GALPNAC,4,C1,100
A-D-GALPNAC,4,C2,49.6
A-D-GALPNAC,4,C3,78.5
A-D-GALPNAC,4,C4,69.3
A-D-GALPNAC,4,C5,71.7
A-D-GALPNAC,4,C6,61.6
A-D-GALPNAC,4,CH3,23.3
A-D-GALPNAC,4,CO,175.8
B-D-GALPA," 4, 3",C1,103.5
B-D-GALPA," 4, 3",C2,78.3
B-D-GALPA," 4, 3",C3,75
B-D-GALPA," 4, 3",C4,71.3
B-D-GALPA," 4, 3",C5,75.2
B-D-GALPA," 4, 3",C6,173.4
B-D-GLCPNAC," 4, 3, 2",C1,102.9
B-D-GLCPNAC," 4, 3, 2",C2,55.7
B-D-GLCPNAC," 4, 3, 2",C3,83.7
B-D-GLCPNAC," 4, 3, 2",C4,71.9
B-D-GLCPNAC," 4, 3, 2",C5,76.7
B-D-GLCPNAC," 4, 3, 2",C6,61.9
B-D-GLCPNAC," 4, 3, 2",CH3,23.3
B-D-GLCPNAC," 4, 3, 2",CO,175.2
