Residual,Connection,Atom,Shift
B-D-GALP, ,H1,5.3
B-D-GALP, ,H2,3.94
B-D-GALP, ,H3,3.94
B-D-GALP, ,H4,4.22
B-D-GALP, ,H5,4.03
B-D-GALP, ,H61,3.76
B-D-GALP, ,H62,3.73
A-D-GALPNAC," 3, 6, 4",H1,4.85
A-D-GALPNAC," 3, 6, 4",H2,4.32
A-D-GALPNAC," 3, 6, 4",H3,4.11
A-D-GALPNAC," 3, 6, 4",H4,3.34
A-D-GALPNAC," 3, 6, 4",H5,3.9
A-D-GALPNAC," 3, 6, 4",H61,3.64
A-D-GALPNAC," 3, 6, 4",H62,3.61
B-D-GALP, ,C1,97.5
B-D-GALP, ,C2,71.5
B-D-GALP, ,C3,78.8
B-D-GALP, ,C4,66.1
B-D-GALP, ,C5,76.2
B-D-GALP, ,C6,62.1
A-D-GALPNAC," 3, 6, 4",C1,101.4
A-D-GALPNAC," 3, 6, 4",C2,52.9
A-D-GALPNAC," 3, 6, 4",C3,68.8
A-D-GALPNAC," 3, 6, 4",C4,70.3
A-D-GALPNAC," 3, 6, 4",C5,71.1
A-D-GALPNAC," 3, 6, 4",C6,64.4
