Residual,Connection,Atom,Shift
B-D-GLCPNAC, ,H1,4.77
B-D-GLCPNAC, ,H2,3.88
B-D-GLCPNAC, ,H3,3.8
B-D-GLCPNAC, ,H4,3.55
B-D-GLCPNAC, ,H5,3.49
B-D-GLCPNAC, ,H61,3.79
B-D-GLCPNAC, ,H62,3.93
B-D-GLCPNAC, ,CH3CO,2.04
B-D-GALP,3,H1,4.43
B-D-GALP,3,H2,3.52
B-D-GALP,3,H3,3.64
B-D-GALP,3,H4,3.93
B-D-GALP,3,H5,3.82
B-D-GALP,3,H6 a,3.83
B-D-GALP,3,H6 b,4.01
B-D-GLCPNAC," 3, 6",H1,4.61
B-D-GLCPNAC," 3, 6",H2,3.7
B-D-GLCPNAC," 3, 6",H3,3.57
B-D-GLCPNAC," 3, 6",H4,3.56
B-D-GLCPNAC," 3, 6",H5,3.64
B-D-GLCPNAC," 3, 6",H6,3.91
B-D-GLCPNAC," 3, 6",H8,4.23
B-D-GLCPNAC," 3, 6",CH3CO,2.07
B-D-GALP," 3, 6, 6",H1,4.44
B-D-GALP," 3, 6, 6",H2,3.63
B-D-GALP," 3, 6, 6",H3,3.74
B-D-GALP," 3, 6, 6",H4,4.18
B-D-GALP," 3, 6, 6",H5,3.89
B-D-GALP," 3, 6, 6",H61,3.91
B-D-GALP," 3, 6, 6",H62,4.01
B-D-QUIP," 3, 6, 6, 6",H1,4.51
B-D-QUIP," 3, 6, 6, 6",H2,3.34
B-D-QUIP," 3, 6, 6, 6",H3,3.53
B-D-QUIP," 3, 6, 6, 6",H4,3.58
B-D-QUIP," 3, 6, 6, 6",H5,3.58
B-D-QUIP," 3, 6, 6, 6",H6,1.21
B-D-GLCPNAC, ,C1,103.8
B-D-GLCPNAC, ,C2,56.1
B-D-GLCPNAC, ,C3,84.1
B-D-GLCPNAC, ,C4,69.9
B-D-GLCPNAC, ,C5,76.6
B-D-GLCPNAC, ,C6,62
B-D-GLCPNAC, ,C7,23.6
B-D-GLCPNAC, ,C8,176.3
B-D-GALP,3,C1,105
B-D-GALP,3,C2,72
B-D-GALP,3,C3,73.7
B-D-GALP,3,C4,69.7
B-D-GALP,3,C5,75
B-D-GALP,3,C6,69.9
B-D-GLCPNAC," 3, 6",C1,102.5
B-D-GLCPNAC," 3, 6",C2,56.9
B-D-GLCPNAC," 3, 6",C3,75.3
B-D-GLCPNAC," 3, 6",C4,76.1
B-D-GLCPNAC," 3, 6",C5,71
B-D-GLCPNAC," 3, 6",C6 a,70.1
B-D-GLCPNAC," 3, 6",C6 b,23.7
B-D-GLCPNAC," 3, 6",CH3CO,175.8
B-D-GALP," 3, 6, 6",C1,104.8
B-D-GALP," 3, 6, 6",C2,71.1
B-D-GALP," 3, 6, 6",C3,83.4
B-D-GALP," 3, 6, 6",C4,69.8
B-D-GALP," 3, 6, 6",C5,74.9
B-D-GALP," 3, 6, 6",C6,70.5
B-D-QUIP," 3, 6, 6, 6",C1,103.9
B-D-QUIP," 3, 6, 6, 6",C2,75.1
B-D-QUIP," 3, 6, 6, 6",C3,74.9
B-D-QUIP," 3, 6, 6, 6",C4,58.1
B-D-QUIP," 3, 6, 6, 6",C5,72.5
B-D-QUIP," 3, 6, 6, 6",C6,18.2
