Residual,Connection,Atom,Shift
A-D-GLCP1OME, ,H1,4.88
A-D-GLCP1OME, ,H2,3.66
A-D-GLCP1OME, ,H3,3.87
A-D-GLCP1OME, ,H4,3.62
A-D-GLCP1OME, ,H5,3.67
A-D-GLCP1OME, ,H61,3.78
A-D-GLCP1OME, ,H62,3.89
B-L-FUCP,3,H1,4.61
B-L-FUCP,3,H2,3.55
B-L-FUCP,3,H3,3.68
B-L-FUCP,3,H4,3.77
B-L-FUCP,3,H5,3.84
B-L-FUCP,3,H6,1.28
A-D-GLCP1OME, ,C1,100.1
A-D-GLCP1OME, ,C2,71.2
A-D-GLCP1OME, ,C3,83.9
A-D-GLCP1OME, ,C4,70.1
A-D-GLCP1OME, ,C5,72.6
A-D-GLCP1OME, ,C6,61.7
A-D-GLCP1OME, ,OMe,56.2
B-L-FUCP,3,C1,104.4
B-L-FUCP,3,C2,72.2
B-L-FUCP,3,C3,74.1
B-L-FUCP,3,C4,72.5
B-L-FUCP,3,C5,72.2
B-L-FUCP,3,C6,16.5
