Residual,Connection,Atom,Shift
B-L-GALP1OME, ,H1,4.48
B-L-GALP1OME, ,H2,3.69
B-L-GALP1OME, ,H3,3.74
B-L-GALP1OME, ,H4,3.99
B-L-GALP1OME, ,H61,3.77
B-L-GALP1OME, ,H62,3.85
B-L-FUCP,2,H1,4.62
B-L-FUCP,2,H2,3.5
B-L-FUCP,2,H3,3.67
B-L-FUCP,2,H4,3.76
B-L-FUCP,2,H5,3.79
B-L-FUCP,2,H6,1.27
B-L-GALP1OME, ,C1,103.6
B-L-GALP1OME, ,C2,79.4
B-L-GALP1OME, ,C3,72.8
B-L-GALP1OME, ,C4,69.6
B-L-GALP1OME, ,C5,76.2
B-L-GALP1OME, ,C6,62.2
B-L-GALP1OME, ,OMe,58.4
B-L-FUCP,2,C1,104.8
B-L-FUCP,2,C2,72.2
B-L-FUCP,2,C3,74.1
B-L-FUCP,2,C4,72.6
B-L-FUCP,2,C5,72
B-L-FUCP,2,C6,16.6
