Residual,Connection,Atom,Shift
a-D-GlcpNAc, ,H1,4.9
a-D-GlcpNAc, ,H2,3.94
a-D-GlcpNAc, ,H3,3.69
a-D-GlcpNAc, ,H4,3.51
a-D-GlcpNAc, ,H5,3.83
b-D-GlcpNAc,6,H1,4.59
b-D-GlcpNAc,6,H2,3.74
b-D-GlcpNAc,6,H3,3.56
b-D-GlcpNAc,6,H4,3.32
b-D-GlcpNAc,6,H5,3.61
b-D-GlcpNAc,6,H6,3.74
a-D-Kdop," 6,6",H31,1.89
a-D-Kdop," 6,6",H32,2
a-D-Kdop," 6,6",H4,4.08
a-D-Kdop," 6,6",H5,4.09
a-D-Kdop," 6,6",H6,3.71
a-D-Kdop," 6,6",H7,3.94
a-D-Kdop," 6,6",H81,3.89
a-D-Kdop," 6,6",H82,3.68
a-D-Kdop," 4,6,6",H31,1.79
a-D-Kdop," 4,6,6",H32,2.14
a-D-Kdop," 4,6,6",H4,4.09
a-D-Kdop," 4,6,6",H5,4.08
a-D-Kdop," 4,6,6",H6,3.76
a-D-Kdop," 4,6,6",H7,4.19
a-D-Kdop," 8,4,6,6",H31,1.8
a-D-Kdop," 8,4,6,6",H32,2.03
a-D-Kdop," 8,4,6,6",H4,4.08
a-D-Kdop," 8,4,6,6",H5,4.08
a-D-Kdop," 8,4,6,6",H6,3.71
a-D-Kdop," 8,4,6,6",H7,3.96
Allyl, ,C1,69.1
Allyl, ,C2,134.6
Allyl, ,C3,119.1
a-D-GlcpNAc,1,C1,96.8
a-D-GlcpNAc,1,C2,54.7
a-D-GlcpNAc,1,C3,72.1
a-D-GlcpNAc,1,C4,71
a-D-GlcpNAc,1,C5,72
a-D-GlcpNAc,1,C6,70.5
a-D-GlcpNAc,1,CO,175.4
a-D-GlcpNAc,1,CH3,22.9
b-D-GlcpNAc," 6,1",C1,102.4
b-D-GlcpNAc," 6,1",C2,56.6
b-D-GlcpNAc," 6,1",C3,75
b-D-GlcpNAc," 6,1",C4,72.3
b-D-GlcpNAc," 6,1",C5,75.4
b-D-GlcpNAc," 6,1",C6,63.7
b-D-GlcpNAc," 6,1",CO,175.2
b-D-GlcpNAc," 6,1",CH3,23.3
a-D-Kdop," 6,6,1",C1,176
a-D-Kdop," 6,6,1",C2,101.6
a-D-Kdop," 6,6,1",C3,34.6
a-D-Kdop," 6,6,1",C4,70.7
a-D-Kdop," 6,6,1",C5,66.1
a-D-Kdop," 6,6,1",C6,72.3
a-D-Kdop," 6,6,1",C7,70.8
a-D-Kdop," 6,6,1",C8,64.4
a-D-Kdop," 4,6,6,1",C1,176.4
a-D-Kdop," 4,6,6,1",C2,100.9
a-D-Kdop," 4,6,6,1",C3,35.5
a-D-Kdop," 4,6,6,1",C4,66.9
a-D-Kdop," 4,6,6,1",C5,68.1
a-D-Kdop," 4,6,6,1",C6,72.8
a-D-Kdop," 4,6,6,1",C7,71.4
a-D-Kdop," 4,6,6,1",C8,64.4
a-D-Kdop," 8,4,6,6,1",C1,176.8
a-D-Kdop," 8,4,6,6,1",C2,100.7
a-D-Kdop," 8,4,6,6,1",C3,35.3
a-D-Kdop," 8,4,6,6,1",C4,67
a-D-Kdop," 8,4,6,6,1",C5,67.5
a-D-Kdop," 8,4,6,6,1",C6,72.3
a-D-Kdop," 8,4,6,6,1",C7,70.4
a-D-Kdop," 8,4,6,6,1",C8,64.1
