Residual,Connection,Atom,Shift
allyl, ,H11,3.97
allyl, ,H12,3.87
allyl, ,H2,5.98
allyl, ,H31,5.26
allyl, ,H32,5.36
a-D-Kdop,1,H31,1.81
a-D-Kdop,1,H32,2.06
a-D-Kdop,1,H4,4.11
a-D-Kdop,1,H5,4.05
a-D-Kdop,1,H6,3.67
a-D-Kdop,1,H7,4
a-D-Kdop,1,H81,3.63
a-D-Kdop,1,H82,3.63
a-D-Kdop," 8,1",H31,1.81
a-D-Kdop," 8,1",H32,2.05
a-D-Kdop," 8,1",H4,4.06
a-D-Kdop," 8,1",H5,3.99
a-D-Kdop," 8,1",H6,3.59
a-D-Kdop," 8,1",H7,3.93
a-D-Kdop," 8,1",H81,3.65
a-D-Kdop," 8,1",H82,3.91
allyl, ,C1,65.1
allyl, ,C2,134.6
allyl, ,C3,118.3
a-D-Kdop,1,C1,176.7
a-D-Kdop,1,C2,100.9
a-D-Kdop,1,C3,34.9
a-D-Kdop,1,C4,66.8
a-D-Kdop,1,C5,67.1
a-D-Kdop,1,C6,72.2
a-D-Kdop,1,C7,68.5
a-D-Kdop,1,C8,65.7
a-D-Kdop," 8,1",C1,176.1
a-D-Kdop," 8,1",C2,101.4
a-D-Kdop," 8,1",C3,34.7
a-D-Kdop," 8,1",C4,66.7
a-D-Kdop," 8,1",C5,67
a-D-Kdop," 8,1",C6,72.5
a-D-Kdop," 8,1",C7,70.1
a-D-Kdop," 8,1",C8,63.9
