Residual,Connection,Atom,Shift
a-D-GlcpNAc, ,H1,4.88
a-D-GlcpNAc, ,H2,3.9
a-D-GlcpNAc, ,H3,3.74
a-D-GlcpNAc, ,H4,3.41
a-D-GlcpNAc, ,H5,3.83
a-D-GlcpNAc, ,H61,4.17
a-D-GlcpNAc, ,H62,3.67
b-D-GlcpNAc,6,H1,4.52
b-D-GlcpNAc,6,H2,3.76
b-D-GlcpNAc,6,H3,3.51
b-D-GlcpNAc,6,H4,3.44
b-D-GlcpNAc,6,H5,3.58
b-D-GlcpNAc,6,H61,3.63
b-D-GlcpNAc,6,H62,3.51
a-D-Kdop," 6,6",H31,1.91
a-D-Kdop," 6,6",H32,2.01
a-D-Kdop," 6,6",H4,4.14
a-D-Kdop," 6,6",H5,4.08
a-D-Kdop," 6,6",H6,3.63
a-D-Kdop," 6,6",H7,3.91
a-D-Kdop," 6,6",H81,3.89
a-D-Kdop," 6,6",H82,3.56
a-D-Kdop," 4,6,6",H31,1.75
a-D-Kdop," 4,6,6",H32,2.13
a-D-Kdop," 4,6,6",H4,4.06
a-D-Kdop," 4,6,6",H5,4.03
a-D-Kdop," 4,6,6",H6,3.61
a-D-Kdop," 4,6,6",H7,3.97
a-D-Kdop," 4,6,6",H81,4
a-D-Kdop," 4,6,6",H82,3.74
Allyl, ,C1,69.1
Allyl, ,C2,134.5
Allyl, ,C3,119.1
a-D-GlcpNAc,1,C1,96.8
a-D-GlcpNAc,1,C2,54.6
a-D-GlcpNAc,1,C3,72
a-D-GlcpNAc,1,C4,71.1
a-D-GlcpNAc,1,C5,71.9
a-D-GlcpNAc,1,C6,70
a-D-GlcpNAc,1,CO,175.2
a-D-GlcpNAc,1,CH3,22.9
b-D-GlcpNAc," 6,1",C1,102.6
b-D-GlcpNAc," 6,1",C2,56.5
b-D-GlcpNAc," 6,1",C3,75
b-D-GlcpNAc," 6,1",C4,71.6
b-D-GlcpNAc," 6,1",C5,75.4
b-D-GlcpNAc," 6,1",C6,63.1
b-D-GlcpNAc," 6,1",CO,175.3
b-D-GlcpNAc," 6,1",CH3,23.3
a-D-Kdop," 6,6,1",C1,175.7
a-D-Kdop," 6,6,1",C2,100.9
a-D-Kdop," 6,6,1",C3,34.3
a-D-Kdop," 6,6,1",C4,69.6
a-D-Kdop," 6,6,1",C5,65.5
a-D-Kdop," 6,6,1",C6,72.5
a-D-Kdop," 6,6,1",C7,70.8
a-D-Kdop," 6,6,1",C8,64.3
a-D-Kdop," 4,6,6,1",C1,176.6
a-D-Kdop," 4,6,6,1",C2,100.5
a-D-Kdop," 4,6,6,1",C3,35.5
a-D-Kdop," 4,6,6,1",C4,66.9
a-D-Kdop," 4,6,6,1",C5,67.2
a-D-Kdop," 4,6,6,1",C6,73.5
a-D-Kdop," 4,6,6,1",C7,70.9
a-D-Kdop," 4,6,6,1",C8,64.3
