Residual,Connection,Atom,Shift
B-D-GALP, ,H1,4.53
B-D-GALP, ,H2,3.51
B-D-GALP, ,H3,3.65
B-D-GALP, ,H4,4.08
B-D-GALP, ,H5,3.64
B-D-GALP, ,H6,3.72
B-D-GLCPNAC,3,H1,4.74
B-D-GLCPNAC,3,H2,3.73
B-D-GLCPNAC,3,H3,3.59
B-D-GLCPNAC,3,H4,3.47
B-D-GLCPNAC,3,H5,3.47
B-D-GLCPNAC,3,H6 a,3.76
B-D-GLCPNAC,3,H6 b,3.91
B-D-GLCPNAC,3,CH3,2.04
B-D-GALP, ,C1,97.37
B-D-GALP, ,C2,71.99
B-D-GALP, ,C3,83.01
B-D-GALP, ,C4,69.3
B-D-GALP, ,C5,75.53
B-D-GALP, ,C6,61.78
B-D-GLCPNAC,3,C1,103.24
B-D-GLCPNAC,3,C2,56.75
B-D-GLCPNAC,3,C3,74.62
B-D-GLCPNAC,3,C4,70.85
B-D-GLCPNAC,3,C5,76.6
B-D-GLCPNAC,3,C6,61.84
B-D-GLCPNAC,3,CH3,23.27
B-D-GLCPNAC,3,CO,175.49
