Residual,Connection,Atom,Shift
B-D-GLCP1OME, ,H1,4.42
B-D-GLCP1OME, ,H2,3.36
B-D-GLCP1OME, ,H3,3.59
B-D-GLCP1OME, ,H4,3.39
B-D-GLCP1OME, ,H5,3.46
B-D-GLCP1OME, ,H61,3.73
B-D-GLCP1OME, ,H62,3.92
A-L-RHAP,2,H1,5.03
A-L-RHAP,2,H2,4.04
A-L-RHAP,2,H3,3.76
A-L-RHAP,2,H4,3.46
A-L-RHAP,2,H5,3.89
A-L-RHAP,2,H6,1.27
B-D-GLCP1OME, ,C1,103.4
B-D-GLCP1OME, ,C2,81
B-D-GLCP1OME, ,C3,76.8
B-D-GLCP1OME, ,C4,70.6
B-D-GLCP1OME, ,C5,77.3
B-D-GLCP1OME, ,C6,61.9
B-D-GLCP1OME, ,OMe,58.3
A-L-RHAP,2,C1,102.5
A-L-RHAP,2,C2,71.3
A-L-RHAP,2,C3,71.3
A-L-RHAP,2,C4,73.1
A-L-RHAP,2,C5,69.9
A-L-RHAP,2,C6,17.5
