Residual,Connection,Atom,Shift
B-D-GLCP1OME, ,H1,4.41
B-D-GLCP1OME, ,H2,3.47
B-D-GLCP1OME, ,H3,3.75
B-D-GLCP1OME, ,H4,3.51
B-D-GLCP1OME, ,H5,3.49
B-D-GLCP1OME, ,H6a,3.74
B-D-GLCP1OME, ,H6b,3.93
B-D-GALP,3,H1,4.65
B-D-GALP,3,H2,3.6
B-D-GALP,3,H3,3.68
B-D-GALP,3,H4,3.93
B-D-GALP,3,H5,3.7
B-D-GALP,3,H6a,3.76
B-D-GALP,3,H6b,3.78
B-D-GLCP1OME, ,C1,104.3
B-D-GLCP1OME, ,C2,74
B-D-GLCP1OME, ,C3,86.3
B-D-GLCP1OME, ,C4,69.7
B-D-GLCP1OME, ,C5,76.8
B-D-GLCP1OME, ,C6,62.2
B-D-GLCP1OME, ,OMe,58.3
B-D-GALP,3,C1,104.6
B-D-GALP,3,C2,72.6
B-D-GALP,3,C3,73.9
B-D-GALP,3,C4,69.9
B-D-GALP,3,C5,76.6
B-D-GALP,3,C6,62.2
