Residual,Connection,Atom,Shift
ONONITOL, ,H1,3.44
ONONITOL, ,H2,4.296
ONONITOL, ,H3,3.733
ONONITOL, ,H4,3.523
ONONITOL, ,H5,3.368
ONONITOL, ,H6,3.7
ONONITOL, ,CH3,3.619
A-D-GALP,3,H1,5.171
A-D-GALP,3,H2,3.892
A-D-GALP,3,H3,3.951
A-D-GALP,3,H4,4.106
A-D-GALP,3,H5,4.3
A-D-GALP,3,H61,3.882
A-D-GALP,3,H62,3.752
A-D-GALP," 3, 6",H1,5.039
A-D-GALP," 3, 6",H2,3.833
A-D-GALP," 3, 6",H3,3.827
A-D-GALP," 3, 6",H4,3.995
A-D-GALP," 3, 6",H5,3.99
A-D-GALP," 3, 6",H6,3.757
ONONITOL, ,C1,73.54
ONONITOL, ,C2,70.2
ONONITOL, ,C3,77.05
ONONITOL, ,C4,83.78
ONONITOL, ,C5,76.56
ONONITOL, ,C6,74.93
A-D-GALP,3,C1,97.29
A-D-GALP,3,C2,70.72
A-D-GALP,3,C3,72.19
A-D-GALP,3,C4,71.87
A-D-GALP,3,C5,71.38
A-D-GALP,3,C6,68.91
A-D-GALP," 3, 6",C1,100.46
A-D-GALP," 3, 6",C2,70.91
A-D-GALP," 3, 6",C3,72.3
A-D-GALP," 3, 6",C4,71.8
A-D-GALP," 3, 6",C5,73.58
A-D-GALP," 3, 6",C6,63.63
