Residual,Connection,Atom,Shift
A-D-GLCP1OME, ,H1,4.79
A-D-GLCP1OME, ,H2,3.66
A-D-GLCP1OME, ,H3,3.75
A-D-GLCP1OME, ,H4,3.46
A-D-GLCP1OME, ,H5,3.66
A-D-GLCP1OME, ,H61,3.76
A-D-GLCP1OME, ,H62,3.88
A-L-RHAP,3,H1,5.08
A-L-RHAP,3,H2,4.06
A-L-RHAP,3,H3,3.78
A-L-RHAP,3,H4,3.46
A-L-RHAP,3,H5,4.02
A-L-RHAP,3,H6,1.26
A-D-GLCP1OME, ,C1,100.7
A-D-GLCP1OME, ,C2,73
A-D-GLCP1OME, ,C3,81.6
A-D-GLCP1OME, ,C4,69.5
A-D-GLCP1OME, ,C5,73
A-D-GLCP1OME, ,C6,62
A-D-GLCP1OME, ,OMe,56.4
A-L-RHAP,3,C1,102.3
A-L-RHAP,3,C2,71.6
A-L-RHAP,3,C3,71.6
A-L-RHAP,3,C4,73.4
A-L-RHAP,3,C5,70.1
A-L-RHAP,3,C6,17.8
