Residual,Connection,Atom,Shift
A-L-RHAP, ,H1,5.05
A-L-RHAP, ,H2,4.04
A-L-RHAP, ,H3,3.77
A-L-RHAP, ,H4,3.49
A-L-RHAP, ,H5,3.71
A-L-RHAP, ,H6,1.31
A-L-RHAP,1,H1,5.21
A-L-RHAP,1,H2,4.14
A-L-RHAP,1,H3,3.94
A-L-RHAP,1,H4,3.42
A-L-RHAP,1,H5,3.81
A-L-RHAP,1,H6,1.27
B-D-GLCPNAC," 1, 2",H1,4.57
B-D-GLCPNAC," 1, 2",H2,3.81
B-D-GLCPNAC," 1, 2",H3,3.75
B-D-GLCPNAC," 1, 2",H4,3.69
B-D-GLCPNAC," 1, 2",H5,3.44
B-D-GLCPNAC," 1, 2",H61,3.76
B-D-GLCPNAC," 1, 2",H62,3.85
A-D-GALPA," 1, 2, 3",H1,5.29
A-D-GALPA," 1, 2, 3",H2,3.9
A-D-GALPA," 1, 2, 3",H3,4
A-D-GALPA," 1, 2, 3",H4,4.39
A-D-GALPA," 1, 2, 3",H5,4.28
A-L-RHAP," 1, 2, 3, 4",H1,5.13
A-L-RHAP," 1, 2, 3, 4",H2,4.14
A-L-RHAP," 1, 2, 3, 4",H3,3.84
A-L-RHAP," 1, 2, 3, 4",H4,3.46
A-L-RHAP," 1, 2, 3, 4",H5,3.75
A-L-RHAP," 1, 2, 3, 4",H6,1.24
A-L-RHAP, ,C1,103.6
A-L-RHAP, ,C2,71.4
A-L-RHAP, ,C3,71.5
A-L-RHAP, ,C4,73.3
A-L-RHAP, ,C5,70.5
A-L-RHAP, ,C6,18
A-L-RHAP,1,C1,102.8
A-L-RHAP,1,C2,79.6
A-L-RHAP,1,C3,77.7
A-L-RHAP,1,C4,73.7
A-L-RHAP,1,C5,70.8
A-L-RHAP,1,C6,17.9
B-D-GLCPNAC," 1, 2",C1,104.2
B-D-GLCPNAC," 1, 2",C2,55.8
B-D-GLCPNAC," 1, 2",C3,82.8
B-D-GLCPNAC," 1, 2",C4,71.6
B-D-GLCPNAC," 1, 2",C5,76.4
B-D-GLCPNAC," 1, 2",C6,61.5
A-D-GALPA," 1, 2, 3",C1,102
A-D-GALPA," 1, 2, 3",C2,69.6
A-D-GALPA," 1, 2, 3",C3,71.4
A-D-GALPA," 1, 2, 3",C4,78.3
A-D-GALPA," 1, 2, 3",C5,72.4
A-D-GALPA," 1, 2, 3",C6,175
A-L-RHAP," 1, 2, 3, 4",C1,102.2
A-L-RHAP," 1, 2, 3, 4",C2,71.5
A-L-RHAP," 1, 2, 3, 4",C3,79.5
A-L-RHAP," 1, 2, 3, 4",C4,72.8
A-L-RHAP," 1, 2, 3, 4",C5,70.4
A-L-RHAP," 1, 2, 3, 4",C6,17.9
