Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.58
B-D-GLCP, ,H2,3.27
B-D-GLCP, ,H3,3.59
B-D-GLCP, ,H4,3.44
B-D-GLCPNAC,3,H1,4.83
B-D-GLCPNAC,3,H2,3.78
B-D-GLCPNAC,3,H3,4.01
B-D-GLCPNAC,3,H4,3.57
B-D-GLCPNAC,3,NAc,2.03
B-D-GLCP," 3, 3",H1,4.69
B-D-GLCP," 3, 3",H2,3.46
B-D-GLCP," 3, 3",H3,3.55
B-D-GLCP," 3, 3",H4,3.42
A-D-GLCP," 3, 3, 2",H1,5.29
A-D-GLCP," 3, 3, 2",H2,3.5
A-D-GLCP," 3, 3, 2",H3,3.72
A-D-GLCP," 3, 3, 2",H4,3.42
B-D-GLCP, ,C1,97.1
B-D-GLCP, ,C2,75
B-D-GLCP, ,C3,86.1
B-D-GLCP, ,C4,69.4
B-D-GLCPNAC,3,C1,102.4
B-D-GLCPNAC,3,C2,56.6
B-D-GLCPNAC,3,C3,80.6
B-D-GLCPNAC,3,C4,69.7
B-D-GLCPNAC,3,NAc-CH3,23.5
B-D-GLCPNAC,3,NAc-CO,174
B-D-GLCP," 3, 3",C1,102.3
B-D-GLCP," 3, 3",C2,78.7
B-D-GLCP," 3, 3",C3,75.9
B-D-GLCP," 3, 3",C4,70.8
A-D-GLCP," 3, 3, 2",C1,98.6
A-D-GLCP," 3, 3, 2",C2,72.8
A-D-GLCP," 3, 3, 2",C3,74.1
A-D-GLCP," 3, 3, 2",C4,70.8
