Residual,Connection,Atom,Shift
a-L-Fucp," 2,until",H1,5.343
a-L-Fucp," 2,until",H2,3.945
a-L-Fucp," 2,until",H3,3.816
a-L-Fucp," 2,until",H4,3.668
a-L-Fucp," 2,until",H5,4.247
a-L-Fucp," 2,until",CH3,1.196
a-D-GalpNAc," 2,2,until",H1,5.247
a-D-GalpNAc," 2,2,until",H2,4.393
a-D-GalpNAc," 2,2,until",H3,3.934
a-D-GalpNAc," 2,2,until",H4,4.174
a-D-GalpNAc," 2,2,until",H5,4.101
a-D-GalpNAc," 2,2,until",H61,3.751
a-D-GalpNAc," 2,2,until",H62,3.751
a-D-GalpNAc," 2,2,until",NAC,2.01
a-D-GalpNAc," 3,2,2,until",H1,5.078
a-D-GalpNAc," 3,2,2,until",H2,4.287
a-D-GalpNAc," 3,2,2,until",H3,3.906
a-D-GalpNAc," 3,2,2,until",H4,4.196
a-D-GalpNAc," 3,2,2,until",H5,3.908
a-D-GalpNAc," 3,2,2,until",H61,3.808
a-D-GalpNAc," 3,2,2,until",H62,3.808
a-D-GalpNAc," 3,2,2,until",NAC,2.071
b-D-GlcpA," 3,3,2,2,until",H1,4.685
b-D-GlcpA," 3,3,2,2,until",H2,3.618
b-D-GlcpA," 3,3,2,2,until",H3,3.643
b-D-GlcpA," 3,3,2,2,until",H4,3.564
b-D-GlcpA," 3,3,2,2,until",H5,3.908
a-L-Fucp," 2,until",C1,99.3
a-L-Fucp," 2,until",C2,74.06
a-L-Fucp," 2,until",C3,70.57
a-L-Fucp," 2,until",C4,73.19
a-L-Fucp," 2,until",C5,67.76
a-L-Fucp," 2,until",C6,16.03
a-D-GalpNAc," 2,2,until",C1,99.49
a-D-GalpNAc," 2,2,until",C2,48.83
a-D-GalpNAc," 2,2,until",C3,72.22
a-D-GalpNAc," 2,2,until",C4,64.94
a-D-GalpNAc," 2,2,until",C5,71.93
a-D-GalpNAc," 2,2,until",C6,62.03
a-D-GalpNAc," 2,2,until",CO,174.81
a-D-GalpNAc," 2,2,until",CH3,22.97
a-D-GalpNAc," 3,2,2,until",C1,93.38
a-D-GalpNAc," 3,2,2,until",C2,49.41
a-D-GalpNAc," 3,2,2,until",C3,75.76
a-D-GalpNAc," 3,2,2,until",C4,69.7
a-D-GalpNAc," 3,2,2,until",C5,71.74
a-D-GalpNAc," 3,2,2,until",C6,61.74
a-D-GalpNAc," 3,2,2,until",CO,174.58
a-D-GalpNAc," 3,2,2,until",CH3,23.02
b-D-GlcpA," 3,3,2,2,until",C1,102.6
b-D-GlcpA," 3,3,2,2,until",C2,77.66
b-D-GlcpA," 3,3,2,2,until",C3,77.36
b-D-GlcpA," 3,3,2,2,until",C4,72.9
b-D-GlcpA," 3,3,2,2,until",C5,75.76
b-D-GlcpA," 3,3,2,2,until",C6,174
