Residual,Connection,Atom,Shift
A-L-FUCP3SO34SO3,1,H1,5.14
A-L-FUCP3SO34SO3,1,H2,4.04
A-L-FUCP3SO34SO3,1,H3,4.72
A-L-FUCP3SO34SO3,1,H4,4.98
A-L-FUCP3SO34SO3,1,H5,4.3
A-L-FUCP3SO34SO3,1,H6,1.34
A-L-FUCP2SO33SO34SO3," 1, 2",H1,5.36
A-L-FUCP2SO33SO34SO3," 1, 2",H2,4.56
A-L-FUCP2SO33SO34SO3," 1, 2",H3,4.75
A-L-FUCP2SO33SO34SO3," 1, 2",H4,4.96
A-L-FUCP2SO33SO34SO3," 1, 2",H5,4.66
A-L-FUCP2SO33SO34SO3," 1, 2",H6,1.32
A-L-FUCP3SO34SO3,1,C1,97.7
A-L-FUCP3SO34SO3,1,C2,74.7
A-L-FUCP3SO34SO3,1,C3,74.3
A-L-FUCP3SO34SO3,1,C4,80.5
A-L-FUCP3SO34SO3,1,C5,67.1
A-L-FUCP3SO34SO3,1,C6,17
A-L-FUCP2SO33SO34SO3," 1, 2",C1,98.3
A-L-FUCP2SO33SO34SO3," 1, 2",C2,73.1
A-L-FUCP2SO33SO34SO3," 1, 2",C3,73.5
A-L-FUCP2SO33SO34SO3," 1, 2",C4,80.6
A-L-FUCP2SO33SO34SO3," 1, 2",C5,67.9
A-L-FUCP2SO33SO34SO3," 1, 2",C6,17
