Residual,Connection,Atom,Shift
B-D-GALP, ,H1,4.73
B-D-GALP, ,H2,3.81
B-D-GALP, ,H3,3.81
B-D-GALP, ,H4,4.19
B-D-GALP, ,H5,3.74
A-D-GALP,3,H1,5.18
A-D-GALP,3,H2,3.98
A-D-GALP,3,H3,4.06
A-D-GALP,3,H4,4.29
A-D-GALP,3,H5,4.27
A-D-GALP,3,H6 a,3.85
A-D-GALP,3,H6 b,3.76
B-D-GALP," 3, 4",H1,4.66
B-D-GALP," 3, 4",H2,3.66
B-D-GALP," 3, 4",H3,3.83
B-D-GALP," 3, 4",H4,4.14
B-D-GALP," 3, 4",H5,3.68
B-D-KDOP," 3, 4, 3",H3 a,1.99
B-D-KDOP," 3, 4, 3",H3 b,2.56
B-D-KDOP," 3, 4, 3",H4,3.91
B-D-KDOP," 3, 4, 3",H5,4.22
B-D-KDOP," 3, 4, 3",H6,3.73
B-D-KDOP," 3, 4, 3",H7,4.08
B-D-KDOP," 3, 4, 3",H8,3.79
B-D-GALP, ,C1,105.08
B-D-GALP, ,C2,70.64
B-D-GALP, ,C3,78.54
B-D-GALP, ,C4,65.82
A-D-GALP,3,C1,96.38
A-D-GALP,3,C3,69.96
A-D-GALP,3,C4,79.37
B-D-GALP," 3, 4",C1,105.08
B-D-GALP," 3, 4",C2,70.75
B-D-GALP," 3, 4",C3,78.79
B-D-GALP," 3, 4",C4,69.31
B-D-KDOP," 3, 4, 3",C1,173.98
B-D-KDOP," 3, 4, 3",C2,103.83
B-D-KDOP," 3, 4, 3",C3,36.64
B-D-KDOP," 3, 4, 3",C4,68.43
B-D-KDOP," 3, 4, 3",C5,75.99
B-D-KDOP," 3, 4, 3",C6,74.3
B-D-KDOP," 3, 4, 3",C7,69.96
B-D-KDOP," 3, 4, 3",C8,64.65
