Residual,Connection,Atom,Shift
allyl, ,H11,4.31
allyl, ,H12,4.12
allyl, ,H2,5.9
allyl, ,H31,5.24
allyl, ,H32,5.3
b-D-GlcpNAc,1,H1,4.56
b-D-GlcpNAc,1,H2,3.74
b-D-GlcpNAc,1,H3,3.49
b-D-GlcpNAc,1,H4,3.47
b-D-GlcpNAc,1,H5,3.55
b-D-GlcpNAc,1,H61,3.57
b-D-GlcpNAc,1,H62,3.57
b-D-GlcpNAc,1,NAC,2.02
a-D-Kdop," 6,1",H31,1.9
a-D-Kdop," 6,1",H32,2.01
a-D-Kdop," 6,1",H4,4.12
a-D-Kdop," 6,1",H5,4.09
a-D-Kdop," 6,1",H6,3.61
a-D-Kdop," 6,1",H7,3.91
a-D-Kdop," 6,1",H81,3.58
a-D-Kdop," 6,1",H82,3.9
a-D-Kdop," 4,6,1",H31,1.74
a-D-Kdop," 4,6,1",H32,2.13
a-D-Kdop," 4,6,1",H4,4.05
a-D-Kdop," 4,6,1",H5,4.02
a-D-Kdop," 4,6,1",H6,3.59
a-D-Kdop," 4,6,1",H7,3.96
a-D-Kdop," 4,6,1",H81,3.72
a-D-Kdop," 4,6,1",H82,3.99
allyl, ,C1,71.2
allyl, ,C2,134.2
allyl, ,C3,118.7
b-D-GlcpNAc,1,C1,101.1
b-D-GlcpNAc,1,C2,56.4
b-D-GlcpNAc,1,C3,75
b-D-GlcpNAc,1,C4,71.1
b-D-GlcpNAc,1,C5,75.1
b-D-GlcpNAc,1,C6,62.4
b-D-GlcpNAc,1,CO,175.7
b-D-GlcpNAc,1,CH3,23
a-D-Kdop," 6,1",C1,175.4
a-D-Kdop," 6,1",C2,100.6
a-D-Kdop," 6,1",C3,34.1
a-D-Kdop," 6,1",C4,69.2
a-D-Kdop," 6,1",C5,65
a-D-Kdop," 6,1",C6,72.3
a-D-Kdop," 6,1",C7,70.4
a-D-Kdop," 6,1",C8,64.2
a-D-Kdop," 4,6,1",C1,176.4
a-D-Kdop," 4,6,1",C2,100.1
a-D-Kdop," 4,6,1",C3,35.3
a-D-Kdop," 4,6,1",C4,66.7
a-D-Kdop," 4,6,1",C5,67
a-D-Kdop," 4,6,1",C6,73.3
a-D-Kdop," 4,6,1",C7,70.5
a-D-Kdop," 4,6,1",C8,64.2
