Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
HETATM,1,C1,NAG,1,0.544,0.239,-2.86,95.6
HETATM,2,C2,NAG,1,-0.162,-0.05,-1.496,56.79
HETATM,3,C3,NAG,1,-1.59,0.579,-1.5,83.57
HETATM,4,C4,NAG,1,-1.553,2.073,-1.883,69.78
HETATM,5,C5,NAG,1,-0.816,2.277,-3.234,76.37
HETATM,6,C6,NAG,1,-0.661,3.763,-3.609,61.84
HETATM,7,CO2,NAG,1,0.036,-2.066,-0.076,-1.0
HETATM,8,CM2,NAG,1,-0.205,-3.558,0.026,-1.0
HETATM,9,OH1,NAG,1,1.919,-0.108,-2.796,-1.0
HETATM,10,O3,NAG,1,-2.222,0.477,-0.221,-1.0
HETATM,11,OH4,NAG,1,-2.897,2.538,-1.949,-1.0
HETATM,12,O5,NAG,1,0.507,1.658,-3.174,-1.0
HETATM,13,OH6,NAG,1,0.104,4.478,-2.635,-1.0
HETATM,14,OC2,NAG,1,0.428,-1.438,0.901,-1.0
HETATM,15,N2,NAG,1,-0.257,-1.516,-1.251,-1.0
HETATM,16,HO1,NAG,1,2.322,0.611,-2.302,-1.0
HETATM,17,H2,NAG,1,0.436,0.456,-0.71,-1.0
HETATM,18,H3,NAG,1,-2.215,0.048,-2.246,3.78
HETATM,19,H4,NAG,1,-1.009,2.633,-1.095,3.81
HETATM,20,H5,NAG,1,-1.406,1.789,-4.035,3.5
HETATM,21,H6S,NAG,1,-0.182,3.847,-4.602,-1.0
HETATM,22,H6R,NAG,1,-1.665,4.221,-3.711,-1.0
HETATM,23,1HM2,NAG,1,0.593,-4.028,0.626,-1.0
HETATM,24,2HM2,NAG,1,-0.238,-4.073,-0.95,-1.0
HETATM,25,3HM2,NAG,1,-1.161,-3.741,0.547,-1.0
HETATM,26,HO4,NAG,1,-3.287,2.245,-1.118,-1.0
HETATM,27,HO6,NAG,1,-0.048,5.416,-2.78,-1.0
HETATM,28,HN2,NAG,1,-0.423,-2.196,-1.994,-1.0
HETATM,29,H1,NAG,1,0.065,-0.333,-3.68,4.78
HETATM,30,C1,GLB,2,-3.225,-0.468,-0.09,104.3
HETATM,31,C2,GLB,2,-3.559,-0.605,1.392,71.65
HETATM,32,C3,GLB,2,-4.817,-1.426,1.62,73.52
HETATM,33,C4,GLB,2,-5.949,-0.907,0.763,69.45
HETATM,34,C5,GLB,2,-5.505,-0.841,-0.699,76.13
HETATM,35,C6,GLB,2,-6.548,-0.313,-1.659,61.81
HETATM,36,OH2,GLB,2,-2.457,-1.222,2.047,-1.0
HETATM,37,OH3,GLB,2,-5.188,-1.324,3.0,-1.0
HETATM,38,O5,GLB,2,-4.377,0.045,-0.771,-1.0
HETATM,39,OH6,GLB,2,-6.965,1.0,-1.319,-1.0
HETATM,40,HO2,GLB,2,-1.831,-0.571,2.545,-1.0
HETATM,41,HO3,GLB,2,-4.978,-2.322,3.385,-1.0
HETATM,42,HO6,GLB,2,-6.953,1.897,-1.939,-1.0
HETATM,43,OH4,GLB,2,-6.281,0.368,1.298,-1.0
HETATM,44,HO4,GLB,2,-6.58,0.258,2.341,-1.0
HETATM,45,H5,GLB,2,-5.265,-1.811,-1.036,3.7
HETATM,46,H6S,GLB,2,-6.577,-0.317,-2.656,-1.0
HETATM,47,H6R,GLB,2,-7.393,-0.937,-1.615,-1.0
HETATM,48,H1,GLB,2,-2.924,-1.438,-0.487,4.42
HETATM,49,H2,GLB,2,-3.704,0.401,1.786,3.55
HETATM,50,H3,GLB,2,-4.611,-2.464,1.361,3.64
HETATM,51,H4,GLB,2,-6.83,-1.549,0.78,3.93
