Residual,Connection,Atom,Shift,Residual Num
L-ARA-OL, ,H1,3.73,1
L-ARA-OL, ,H2,3.97,1
L-ARA-OL, ,H3,3.81,1
L-ARA-OL, ,H4,3.83,1
L-ARA-OL, ,H51,3.77,1
L-ARA-OL, ,H52,3.69,1
B-D-XYLP,3,H1,4.4,2
B-D-XYLP,3,H2,3.31,2
B-D-XYLP,3,H3,3.42,2
B-D-XYLP,3,H4,3.61,2
B-D-XYLP,3,H51,3.95,2
B-D-XYLP,3,H52,3.28,2
L-ARA-OL, ,C1,63.0,1
L-ARA-OL, ,C2,71.74,1
L-ARA-OL, ,C3,79.6,1
L-ARA-OL, ,C4,71.7,1
L-ARA-OL, ,C5,63.4,1
B-D-XYLP,3,C1,104.4,2
B-D-XYLP,3,C2,73.9,2
B-D-XYLP,3,C3,76.0,2
B-D-XYLP,3,C4,69.7,2
B-D-XYLP,3,C5,65.6,2
