Residual,Connection,Atom,Shift,Residual Num
a-L-Fucp," 2,until",H1,5.343,1
a-L-Fucp," 2,until",H2,3.945,1
a-L-Fucp," 2,until",H3,3.816,1
a-L-Fucp," 2,until",H4,3.668,1
a-L-Fucp," 2,until",H5,4.247,1
a-L-Fucp," 2,until",CH3,1.196,1
a-D-GalpNAc," 2,2,until",H1,5.247,2
a-D-GalpNAc," 2,2,until",H2,4.393,2
a-D-GalpNAc," 2,2,until",H3,3.934,2
a-D-GalpNAc," 2,2,until",H4,4.174,2
a-D-GalpNAc," 2,2,until",H5,4.101,2
a-D-GalpNAc," 2,2,until",H61,3.751,2
a-D-GalpNAc," 2,2,until",H62,3.751,2
a-D-GalpNAc," 2,2,until",NAC,2.01,2
a-D-GalpNAc," 3,2,2,until",H1,5.078,3
a-D-GalpNAc," 3,2,2,until",H2,4.287,3
a-D-GalpNAc," 3,2,2,until",H3,3.906,3
a-D-GalpNAc," 3,2,2,until",H4,4.196,3
a-D-GalpNAc," 3,2,2,until",H5,3.908,3
a-D-GalpNAc," 3,2,2,until",H61,3.808,3
a-D-GalpNAc," 3,2,2,until",H62,3.808,3
a-D-GalpNAc," 3,2,2,until",NAC,2.071,3
b-D-GlcpA," 3,3,2,2,until",H1,4.685,4
b-D-GlcpA," 3,3,2,2,until",H2,3.618,4
b-D-GlcpA," 3,3,2,2,until",H3,3.643,4
b-D-GlcpA," 3,3,2,2,until",H4,3.564,4
b-D-GlcpA," 3,3,2,2,until",H5,3.908,4
a-L-Fucp," 2,until",C1,99.3,1
a-L-Fucp," 2,until",C2,74.06,1
a-L-Fucp," 2,until",C3,70.57,1
a-L-Fucp," 2,until",C4,73.19,1
a-L-Fucp," 2,until",C5,67.76,1
a-L-Fucp," 2,until",C6,16.03,1
a-D-GalpNAc," 2,2,until",C1,99.49,2
a-D-GalpNAc," 2,2,until",C2,48.83,2
a-D-GalpNAc," 2,2,until",C3,72.22,2
a-D-GalpNAc," 2,2,until",C4,64.94,2
a-D-GalpNAc," 2,2,until",C5,71.93,2
a-D-GalpNAc," 2,2,until",C6,62.03,2
a-D-GalpNAc," 2,2,until",CO,174.81,2
a-D-GalpNAc," 2,2,until",CH3,22.97,2
a-D-GalpNAc," 3,2,2,until",C1,93.38,3
a-D-GalpNAc," 3,2,2,until",C2,49.41,3
a-D-GalpNAc," 3,2,2,until",C3,75.76,3
a-D-GalpNAc," 3,2,2,until",C4,69.7,3
a-D-GalpNAc," 3,2,2,until",C5,71.74,3
a-D-GalpNAc," 3,2,2,until",C6,61.74,3
a-D-GalpNAc," 3,2,2,until",CO,174.58,3
a-D-GalpNAc," 3,2,2,until",CH3,23.02,3
b-D-GlcpA," 3,3,2,2,until",C1,102.6,4
b-D-GlcpA," 3,3,2,2,until",C2,77.66,4
b-D-GlcpA," 3,3,2,2,until",C3,77.36,4
b-D-GlcpA," 3,3,2,2,until",C4,72.9,4
b-D-GlcpA," 3,3,2,2,until",C5,75.76,4
b-D-GlcpA," 3,3,2,2,until",C6,174.0,4
