Residual,Connection,Atom,Shift,Residual Num
B-D-XYLP, ,H1,4.51,1
B-D-XYLP, ,H2,3.33,1
B-D-XYLP, ,H3,3.5,1
B-D-XYLP, ,H4,3.65,1
B-D-XYLP, ,H51,3.29,1
B-D-XYLP, ,H52,3.97,1
A-L-GALP,1,H1,5.43,2
A-L-GALP,1,H2,3.97,2
A-L-GALP,1,H3,3.97,2
A-L-GALP,1,H4,4.21,2
A-L-GALP,1,H5,4.18,2
A-L-GALP,1,H6,3.83,2
B-D-XYLP," 1, 4",H1,4.39,3
B-D-XYLP," 1, 4",H2,3.41,3
B-D-XYLP," 1, 4",H3,3.58,3
B-D-XYLP," 1, 4",H4,3.81,3
B-D-XYLP," 1, 4",H51,3.83,3
B-D-XYLP," 1, 4",H52,4.14,3
B-D-XYLP," 1, 4, 4",H1,4.51,4
B-D-XYLP," 1, 4, 4",H2,3.48,4
B-D-XYLP," 1, 4, 4",H3,3.7,4
B-D-XYLP," 1, 4, 4",H4,3.73,4
B-D-XYLP," 1, 4, 4",H51,3.34,4
B-D-XYLP," 1, 4, 4",H52,4.04,4
B-D-GLCP," 1, 4, 4, 3",H1,4.77,5
B-D-GLCP," 1, 4, 4, 3",H2,3.48,5
B-D-GLCP," 1, 4, 4, 3",H3,3.67,5
B-D-GLCP," 1, 4, 4, 3",H4,3.67,5
B-D-GLCP," 1, 4, 4, 3",H5,3.49,5
B-D-GLCP," 1, 4, 4, 3",H6,3.93,5
B-D-GALP," 1, 4, 4, 3, 3",H1,5.36,6
B-D-GALP," 1, 4, 4, 3, 3",H2,3.88,6
B-D-GALP," 1, 4, 4, 3, 3",H3,3.89,6
B-D-GALP," 1, 4, 4, 3, 3",H4,4.03,6
B-D-GALP," 1, 4, 4, 3, 3",H5,4.25,6
B-D-GALP," 1, 4, 4, 3, 3",H6,3.75,6
B-D-XYLP, ,C1,102.64,1
B-D-XYLP, ,C2,74.26,1
B-D-XYLP, ,C3,76.83,1
B-D-XYLP, ,C4,70.46,1
B-D-XYLP, ,C5,66.41,1
A-L-GALP,1,C1,91.45,2
A-L-GALP,1,C2,77.18,2
A-L-GALP,1,C3,67.92,2
A-L-GALP,1,C4,79.61,2
A-L-GALP,1,C5,71.83,2
A-L-GALP,1,C6,61.56,2
B-D-XYLP," 1, 4",C1,104.47,3
B-D-XYLP," 1, 4",C2,74.46,3
B-D-XYLP," 1, 4",C3,74.96,3
B-D-XYLP," 1, 4",C4,77.64,3
B-D-XYLP," 1, 4",C5,64.27,3
B-D-XYLP," 1, 4, 4",C1,102.62,4
B-D-XYLP," 1, 4, 4",C2,73.52,4
B-D-XYLP," 1, 4, 4",C3,85.26,4
B-D-XYLP," 1, 4, 4",C4,69.07,4
B-D-XYLP," 1, 4, 4",C5,66.03,4
B-D-GLCP," 1, 4, 4, 3",C1,103.72,5
B-D-GLCP," 1, 4, 4, 3",C2,73.52,5
B-D-GLCP," 1, 4, 4, 3",C3,83.8,5
B-D-GLCP," 1, 4, 4, 3",C4,71.08,5
B-D-GLCP," 1, 4, 4, 3",C5,76.83,5
B-D-GLCP," 1, 4, 4, 3",C6,61.92,5
B-D-GALP," 1, 4, 4, 3, 3",C1,100.23,6
B-D-GALP," 1, 4, 4, 3, 3",C2,69.83,6
B-D-GALP," 1, 4, 4, 3, 3",C3,70.7,6
B-D-GALP," 1, 4, 4, 3, 3",C4,70.46,6
B-D-GALP," 1, 4, 4, 3, 3",C5,72.04,6
B-D-GALP," 1, 4, 4, 3, 3",C6,61.15,6
