Residual,Connection,Atom,Shift,Residual Num
B-D-FRUF, ,H1,3.76,1
B-D-FRUF, ,H1,3.69,1
B-D-FRUF, ,H3,4.18,1
B-D-FRUF, ,H4,4.09,1
B-D-FRUF, ,H5,3.87,1
B-D-FRUF, ,H61,3.88,1
B-D-FRUF, ,H62,3.83,1
B-D-FRUF,2,H1,3.88,2
B-D-FRUF,2,H1,3.8,2
B-D-FRUF,2,H3,4.3,2
B-D-FRUF,2,H4,4.09,2
B-D-FRUF,2,H5,3.81,2
B-D-FRUF,2,H61,3.84,2
B-D-FRUF,2,H62,3.77,2
A-D-GLCP," 2, 2",H1,5.71,3
A-D-GLCP," 2, 2",H2,3.66,3
A-D-GLCP," 2, 2",H3,3.85,3
A-D-GLCP," 2, 2",H4,3.5,3
A-D-GLCP," 2, 2",H5,3.94,3
A-D-GLCP," 2, 2",H61,3.83,3
A-D-GLCP," 2, 2",H62,3.78,3
A-D-GLCP," 2, 2, 2",H1,5.13,4
A-D-GLCP," 2, 2, 2",H2,3.57,4
A-D-GLCP," 2, 2, 2",H3,3.76,4
A-D-GLCP," 2, 2, 2",H4,3.44,4
A-D-GLCP," 2, 2, 2",H5,3.91,4
A-D-GLCP," 2, 2, 2",H61,3.84,4
A-D-GLCP," 2, 2, 2",H62,3.77,4
B-D-FRUF, ,C1,62.01,1
B-D-FRUF, ,C2,104.53,1
B-D-FRUF, ,C3,77.54,1
B-D-FRUF, ,C4,74.54,1
B-D-FRUF, ,C5,81.77,1
B-D-FRUF, ,C6,62.73,1
B-D-FRUF,2,C1,61.11,2
B-D-FRUF,2,C2,104.5,2
B-D-FRUF,2,C3,77.58,2
B-D-FRUF,2,C4,75.33,2
B-D-FRUF,2,C5,81.99,2
B-D-FRUF,2,C6,63.29,2
A-D-GLCP," 2, 2",C1,90.57,3
A-D-GLCP," 2, 2",C2,75.85,3
A-D-GLCP," 2, 2",C3,72.01,3
A-D-GLCP," 2, 2",C4,70.06,3
A-D-GLCP," 2, 2",C5,73.04,3
A-D-GLCP," 2, 2",C6,61.07,3
A-D-GLCP," 2, 2, 2",C1,96.77,4
A-D-GLCP," 2, 2, 2",C2,72.13,4
A-D-GLCP," 2, 2, 2",C3,73.73,4
A-D-GLCP," 2, 2, 2",C4,70.19,4
A-D-GLCP," 2, 2, 2",C5,72.65,4
A-D-GLCP," 2, 2, 2",C6,3.84,4
