Residual,Connection,Atom,Shift,Residual Num
B-L-ARAP, ,H1,5.24,1
B-L-ARAP, ,H2,3.96,1
B-L-ARAP, ,H3,3.97,1
B-L-ARAP, ,H4,4.15,1
B-L-ARAP, ,H51,4.02,1
B-L-ARAP, ,H52,3.64,1
B-D-XYLP,3,H1,4.6,2
B-D-XYLP,3,H2,3.35,2
B-D-XYLP,3,H3,3.44,2
B-D-XYLP,3,H4,3.61,2
B-D-XYLP,3,H51,3.93,2
B-D-XYLP,3,H52,3.3,2
B-L-ARAP, ,C1,93.3,1
B-L-ARAP, ,C2,68.2,1
B-L-ARAP, ,C3,79.1,1
B-L-ARAP, ,C4,69.3,1
B-L-ARAP, ,C5,62.9,1
B-D-XYLP,3,C1,105.0,2
B-D-XYLP,3,C2,74.0,2
B-D-XYLP,3,C3,76.3,2
B-D-XYLP,3,C4,70.0,2
B-D-XYLP,3,C5,65.9,2
