Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP1OME, ,H1,4.45,1
B-D-GLCP1OME, ,H2,3.42,1
B-D-GLCP1OME, ,H3,3.56,1
B-D-GLCP1OME, ,H4,3.42,1
B-D-GLCP1OME, ,H5,3.42,1
B-D-GLCP1OME, ,H61,3.73,1
B-D-GLCP1OME, ,H62,3.92,1
A-D-MANP,2,H1,5.19,2
A-D-MANP,2,H2,3.98,2
A-D-MANP,2,H3,3.85,2
A-D-MANP,2,H4,3.72,2
A-D-MANP,2,H5,3.94,2
A-D-MANP,2,H61,3.78,2
A-D-MANP,2,H62,3.86,2
B-D-GLCP1OME, ,C1,105.1,1
B-D-GLCP1OME, ,C2,79.6,1
B-D-GLCP1OME, ,C3,76.0,1
B-D-GLCP1OME, ,C4,71.4,1
B-D-GLCP1OME, ,C5,77.2,1
B-D-GLCP1OME, ,C6,62.4,1
B-D-GLCP1OME, ,OMe,58.6,1
A-D-MANP,2,C1,101.2,2
A-D-MANP,2,C2,71.7,2
A-D-MANP,2,C3,71.9,2
A-D-MANP,2,C4,68.2,2
A-D-MANP,2,C5,74.3,2
A-D-MANP,2,C6,62.4,2
