Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP, ,H1,4.58,1
B-D-GLCP, ,H2,3.27,1
B-D-GLCP, ,H3,3.59,1
B-D-GLCP, ,H4,3.44,1
B-D-GLCPNAC,3,H1,4.83,2
B-D-GLCPNAC,3,H2,3.78,2
B-D-GLCPNAC,3,H3,4.01,2
B-D-GLCPNAC,3,H4,3.57,2
B-D-GLCPNAC,3,NAc,2.03,2
B-D-GLCP," 3, 3",H1,4.69,3
B-D-GLCP," 3, 3",H2,3.46,3
B-D-GLCP," 3, 3",H3,3.55,3
B-D-GLCP," 3, 3",H4,3.42,3
A-D-GLCP," 3, 3, 2",H1,5.29,4
A-D-GLCP," 3, 3, 2",H2,3.5,4
A-D-GLCP," 3, 3, 2",H3,3.72,4
A-D-GLCP," 3, 3, 2",H4,3.42,4
B-D-GLCP, ,C1,97.1,1
B-D-GLCP, ,C2,75.0,1
B-D-GLCP, ,C3,86.1,1
B-D-GLCP, ,C4,69.4,1
B-D-GLCPNAC,3,C1,102.4,2
B-D-GLCPNAC,3,C2,56.6,2
B-D-GLCPNAC,3,C3,80.6,2
B-D-GLCPNAC,3,C4,69.7,2
B-D-GLCPNAC,3,NAc-CH3,23.5,2
B-D-GLCPNAC,3,NAc-CO,174.0,2
B-D-GLCP," 3, 3",C1,102.3,3
B-D-GLCP," 3, 3",C2,78.7,3
B-D-GLCP," 3, 3",C3,75.9,3
B-D-GLCP," 3, 3",C4,70.8,3
A-D-GLCP," 3, 3, 2",C1,98.6,4
A-D-GLCP," 3, 3, 2",C2,72.8,4
A-D-GLCP," 3, 3, 2",C3,74.1,4
A-D-GLCP," 3, 3, 2",C4,70.8,4
