Residual,Connection,Atom,Shift,Residual Num
B-D-GLCPNAC, ,H1,4.627,1
B-D-GLCPNAC, ,H2,2.744,1
B-D-GLCPNAC, ,H3,3.625,1
B-D-GLCPNAC, ,H4,3.722,1
B-D-GLCPNAC, ,H5,3.721,1
A-D-GLCPNAC,4,H1,5.37,2
A-D-GLCPNAC,4,H2,3.83,2
A-D-GLCPNAC,4,H61,3.736,2
B-D-GLCPNAC, ,C1,96.0,1
B-D-GLCPNAC, ,C2,58.5,1
B-D-GLCPNAC, ,C3,77.9,1
B-D-GLCPNAC, ,C4,76.1,1
B-D-GLCPNAC, ,C5,75.9,1
A-D-GLCPNAC,4,C1,97.6,2
A-D-GLCPNAC,4,C2,54.4,2
A-D-GLCPNAC,4,C3,71.6,2
A-D-GLCPNAC,4,C4,70.5,2
A-D-GLCPNAC,4,C5,72.8,2
A-D-GLCPNAC,4,C6,60.9,2
A-D-GLCPNAC,4,C7,175.3,2
A-D-GLCPNAC,4,C8,22.8,2
