Residual,Connection,Atom,Shift,Residual Num
B-D-GALP, ,H1,4.42,1
B-D-GALP, ,H2,3.54,1
B-D-GALP, ,H3,3.62,1
B-D-GALP, ,H4,3.91,1
B-D-GALP, ,H5,3.64,1
B-D-GALP, ,H61,3.76,1
B-D-GALP, ,H62,3.8,1
B-D-GALPNAC,1,H1,4.8,2
B-D-GALPNAC,1,H2,4.8,2
B-D-GALPNAC,1,H3,3.97,2
B-D-GALPNAC,1,H4,4.39,2
B-D-GALPNAC,1,H5,3.69,2
B-D-GALPNAC,1,H61,3.76,2
B-D-GALPNAC,1,H62,3.84,2
B-D-GALP," 1, 4",H1,4.85,3
B-D-GALP," 1, 4",H2,3.7,3
B-D-GALP," 1, 4",H3,3.73,3
B-D-GALP," 1, 4",H4,3.95,3
B-D-GALP," 1, 4",H5,3.67,3
B-D-GALP," 1, 4",H61,3.74,3
B-D-GALP," 1, 4",H62,3.74,3
A-L-RHAP," 1, 4, 3",H1,5.03,4
A-L-RHAP," 1, 4, 3",H2,4.02,4
A-L-RHAP," 1, 4, 3",H3,3.94,4
A-L-RHAP," 1, 4, 3",H4,3.62,4
A-L-RHAP," 1, 4, 3",H5,3.83,4
A-L-RHAP," 1, 4, 3",H6,1.3,4
B-D-GALP, ,C1,105.4,1
B-D-GALP, ,C2,71.1,1
B-D-GALP, ,C3,72.9,1
B-D-GALP, ,C4,69.1,1
B-D-GALP, ,C5,75.4,1
B-D-GALP, ,C6,61.7,1
B-D-GALPNAC,1,C1,102.0,2
B-D-GALPNAC,1,C2,52.6,2
B-D-GALPNAC,1,C3,80.0,2
B-D-GALPNAC,1,C4,75.2,2
B-D-GALPNAC,1,C5,74.5,2
B-D-GALPNAC,1,C6,60.8,2
B-D-GALP," 1, 4",C1,103.4,3
B-D-GALP," 1, 4",C2,71.1,3
B-D-GALP," 1, 4",C3,80.6,3
B-D-GALP," 1, 4",C4,68.9,3
B-D-GALP," 1, 4",C5,75.2,3
B-D-GALP," 1, 4",C6,61.4,3
A-L-RHAP," 1, 4, 3",C1,102.4,4
A-L-RHAP," 1, 4, 3",C2,70.7,4
A-L-RHAP," 1, 4, 3",C3,70.7,4
A-L-RHAP," 1, 4, 3",C4,80.9,4
A-L-RHAP," 1, 4, 3",C5,67.9,4
A-L-RHAP," 1, 4, 3",C6,17.5,4
