Residual,Connection,Atom,Shift,Residual Num
A-L-FUCP3SO34SO3,1,H1,5.14,1
A-L-FUCP3SO34SO3,1,H2,4.04,1
A-L-FUCP3SO34SO3,1,H3,4.72,1
A-L-FUCP3SO34SO3,1,H4,4.98,1
A-L-FUCP3SO34SO3,1,H5,4.3,1
A-L-FUCP3SO34SO3,1,H6,1.34,1
A-L-FUCP2SO33SO34SO3," 1, 2",H1,5.36,2
A-L-FUCP2SO33SO34SO3," 1, 2",H2,4.56,2
A-L-FUCP2SO33SO34SO3," 1, 2",H3,4.75,2
A-L-FUCP2SO33SO34SO3," 1, 2",H4,4.96,2
A-L-FUCP2SO33SO34SO3," 1, 2",H5,4.66,2
A-L-FUCP2SO33SO34SO3," 1, 2",H6,1.32,2
A-L-FUCP3SO34SO3,1,C1,97.7,1
A-L-FUCP3SO34SO3,1,C2,74.7,1
A-L-FUCP3SO34SO3,1,C3,74.3,1
A-L-FUCP3SO34SO3,1,C4,80.5,1
A-L-FUCP3SO34SO3,1,C5,67.1,1
A-L-FUCP3SO34SO3,1,C6,17.0,1
A-L-FUCP2SO33SO34SO3," 1, 2",C1,98.3,2
A-L-FUCP2SO33SO34SO3," 1, 2",C2,73.1,2
A-L-FUCP2SO33SO34SO3," 1, 2",C3,73.5,2
A-L-FUCP2SO33SO34SO3," 1, 2",C4,80.6,2
A-L-FUCP2SO33SO34SO3," 1, 2",C5,67.9,2
A-L-FUCP2SO33SO34SO3," 1, 2",C6,17.0,2
